Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Senior Backend Developer,Go,hybrid,senior,Tradevest GmbH,Warszawa,,28128-30292,"""Golang"" ""Amazon AWS"" ""Apache Kafka"" ""SQL"" ""OpenAPI""",,/offers/tv-development-gmbh-senior-backend-developer
DevOps Engineer,DevOps,hybrid,mid,ASTEK Polska,Warszawa,16000-18500,20000-24000,"""GCP"" ""Kubernetes"" ""Docker"" ""CI/CD"" ""Grafana"" ""Kibana""","""RabbitMQ"" ""Oracle SQL"" ""PostgreSQL""",/offers/astek-polska-devops-engineer-warszawa-319005
Senior M365 Consultant,Security,hybrid,senior,Arla,Gdańsk,None-None,,"""Intune"" ""Microsoft Windows"" ""Android"" ""iOS"" ""Mac OS"" ""Windows 11 migration"" ""Autopilot"" ""SCCM"" ""Mobile app delivery""","""SOTI""",/offers/arla-senior-m365-consultant-gdansk-298825
Lead Developer IoT React Native,Java,hybrid,senior,Vaillant Group,Katowice,18000-23000,,"""React Native""",,/offers/vaillant-group-lead-developer-iot-react-native
Senior PHP Developer,PHP,remote,senior,Cloudflight,Kraków,13800-21500,16800-26000,"""Symfony"" ""PHP"" ""MySQL"" ""PostgreSQL""",,/offers/cloudflight-senior-php-developer-krakow
Senior Google Analyst,Analytics,hybrid,senior,Human4Human Recruitment,Kraków,20000-24000,,"""Google Analytics"" ""Business Analysis"" ""Python""",,/offers/human4human-recruitment-senior-google-analyst
Senior Data Scientist,Python,hybrid,senior,ITDS,Warszawa,,20000-24000,"""Python"" ""Machine Learning"" ""Deep Learning"" ""NLP""","""Docker"" ""Kubernetes""",/offers/itds-senior-data-scientist
Senior Salesforce CRM Analytics Developer,Analytics,remote,senior,emagine Polska,Warszawa,,None-None,"""Salesforce CRM Analytics"" ""English"" ""SAQL""",,/offers/emagine-polska-senior-salesforce-crm-analytics-developer
Salesforce CRM Analytics Developer,Other,remote,mid,ASTEK Polska,Gdańsk,13500-17447,18900-24360,"""Salesforce CRM Analythics"" ""Salesforce Analytics""",,/offers/astek-polska-salesforce-crm-analythics-developer-gdansk
Java Software Engineer,Java,hybrid,mid,SIX,Warszawa,None-None,,"""Java 11/17"" ""Redis"" ""REST"" ""OpenShift"" ""GitLab"" ""Apache Kafka""",,/offers/six-java-software-engineer-warszawa-328147
Salesforce Developer/DevOps,DevOps,remote,senior,Comernal Software Sp. z o.o.,Wrocław,16000-26000,20000-32000,"""Salesforce"" ""GitHub"" ""CI/CD"" ""Git"" ""Scrum"" ""HTML5 / CSS3"" ""LWC"" ""Apex"" ""Databases""","""Automated Testing""",/offers/comernal-software-sp-z-o-o-salesforce-developer-devops-wroclaw
Senior Test Engineer (mobile),Testing,remote,senior,7N,Warszawa,,28560-31920,"""Mobile App Testing"" ""Java"" ""Cucumber"" ""Appium"" ""detox""",,/offers/7n-senior-test-engineer-mobile-warszawa
Kubernetes Specialist,Admin,office,mid,DSV ISS,Warszawa,None-None,,"""Grafana"" ""CI/CD"" ""Cloud"" ""Kubernetes"" ""Prometheus"" ""ELK"" ""Jenkins"" ""Ansible"" ""Terraform"" ""ArgoCD""",,/offers/dsv-iss-kubernetes-specialist-warszawa
Senior IT Security Advisor – Public Cloud,Security,remote,senior,Volvo Polska,Wrocław,28000-30000,,"""CISP"" ""CISM"" ""Cloud security"" ""Microsoft Azure Cloud""",,/offers/volvo-polska-senior-it-security-advisor-public-cloud
Head of e-Commerce Platform,PM,hybrid,senior,Cyfrowe.pl Sp. z o.o.,Gdańsk,20000-32000,25000-40000,"""Product Management"" ""E-commerce"" ""JIRA""","""PHP"" ""Symfony"" ""Vue"" ""Docker""",/offers/cyfrowe-pl-sp-z-o-o-head-od-e-commerce-platform
IT Development Manager,Net,hybrid,mid,Kaczmarski Group,Wrocław,,None-None,,""".Net"" ""Scrum"" ""Analytical Thinking""",/offers/kaczmarski-group-it-development-manager
Senior Integration Systems Engineer (GCP),Admin,hybrid,senior,Lufthansa Systems,Gdańsk,14000-21000,15000-26000,"""Google Cloud Platform"" ""Azure DevOps"" ""Terraform""","""Bash"" ""Powershell"" ""Python"" ""DevOps"" ""Grafana"" ""Kibana"" ""Programming""",/offers/lufthansa-systems-senior-integration-systems-engineer-gcp-gdansk
Senior Statistician,Data,hybrid,senior,KUBO,Gdańsk,None-None,,"""R"" ""SAS""",,/offers/kubo-senior-statistician
Senior Data Engineer,Data,hybrid,mid,Procter & Gamble,Warszawa,None-None,,"""Python"" ""SQL"" ""Databricks"" ""Azure""",,/offers/procter-gamble-data-engineer-digital-commerce
Angular Developer (with PHP),JS,hybrid,mid,DCG,Warszawa,,15500-17500,"""Angular"" ""TypeScript"" ""Bootstrap""","""PHP"" ""Symfony""",/offers/dcg-frontend-developer-warszawa
Senior Business Analyst,Analytics,remote,senior,Objectivity,Wrocław,13000-16000,19320-23520,"""Business Analysis""",,/offers/objectivity-senior-business-analyst-wroclaw
Data Engineer with SAS,Python,hybrid,mid,Integral Solutions,Warszawa,12000-20000,12000-20000,"""Python"" ""SQL"" ""SAS"" ""Data Science"" ""zdolności analityczne"" ""DataMining""","""Business Intelligence"" ""Power BI"" ""Data Warehouse""",/offers/integral-solutions-data-analyst
Backend Software Engineer (Aviation Industry),Python,hybrid,senior,AP-TECH,Warszawa,13000-18000,15000-22500,"""Python"" ""Django"" ""TDD"" ""C++"" ""Redis"" ""Docker"" ""Continuous Integration"" ""GitLab"" ""Databases""","""ReactJS""",/offers/ap-tech-backend-software-engineer-aviation-industry
Praktyki w obszarze Rynków Kapitałowych lub Bankowości – programista Java,Java,hybrid,junior,Accenture,Warszawa,,,"""Java""","""SQL"" ""MS Office"" ""VBA""",/offers/accenture-praktyki-w-obszarze-rynkow-kapitalowych-lub-bankowosci-programista-java
Senior/Lead Golang Developer,Go,remote,senior,Spyrosoft,Białystok,13550-21600,18480-29400,"""Golang"" ""Kubernetes"" ""Operator Framework"" ""Ingress Controller"" ""English""",,/offers/spyrosoft-senior-lead-golang-developer
Trener programowania dla młodzieży,Java,office,mid,Giganci Programowania,Lublin,,None-None,"""C#"" ""C++"" ""Python"" ""Unity"" ""Linux""",,/offers/giganci-programowania-trener-programowania-dla-mlodziezy-lublin
Senior Kotlin Engineer,Java,remote,senior,Schenker Technology Center,Wrocław,20800-31200,20800-31200,"""Kotlin"" ""Kafka"" ""PostgreSQL""",,/offers/schenker-technology-center-senior-kotlin-engineer-wroclaw
Operator Systemów Bankowości Elektronicznej,Support,hybrid,junior,PKO Bank Polski,Lublin,None-None,,"""Windows"" ""Linux""","""Perl"" ""Bash""",/offers/pko-bank-polski-operator-systemow-bankowosci-elektronicznej
DevOps Engineer,DevOps,remote,mid,Suntech,Warszawa,None-None,None-None,"""Azure DevOps"" ""AWS"" ""Ansible""","""Kubernetes"" ""Docker""",/offers/suntech-devops-engineer
Konsultant ds. wydajności oprogramowania ERP,Net,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,""".Net"" ""SQL"" ""Analityczne Myślenie"" ""Visual Studio""","""MS SQL""",/offers/soneta-sp-z-o-o-konsultant-ds-wydajnosci-oprogramowania-erp
Specjalista ds. Monitoringu i Automatyzacji IT,Admin,hybrid,mid,Rossmann,Łódź,None-None,None-None,"""JavaScript"" ""Postman"" ""Windows"" ""Linux"" ""Datadog"" ""Grafana"" ""Powershell"" ""Python""",,/offers/rossmann-specjalista-ds-monitoringu-i-automatyzacji-it
Service Manager,DevOps,hybrid,senior,Reply Polska Sp. z o. o.,Katowice,13000-18000,,"""DevOps"" ""Service Delivery"" ""Cloud""",,/offers/reply-polska-sp-z-o-o-service-manager
WEBCON Developer,Other,remote,mid,DALETO,Częstochowa,None-None,None-None,"""WebCon BPS"" ""T-SQL"" ""JavaScript"" ""BPMN"" ""Język Angielski""","""Microsoft"" ""RPA"" ""Agile""",/offers/daleto-webcon-developer
Jira Administrator,Admin,remote,mid,Scalo,Wrocław,,20000-22000,"""JIRA"" ""MS SQL""","""Power BI"" ""PostgreSQL"" ""Java"" ""Groovy"" ""Confluence"" ""Powershell"" ""Bash""",/offers/scalo-jira-administrator
Konsultant systemu ERP ds. technicznych w dziale wsparcia,Support,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,"""SQL"" ""IT"" ""Umiejętności analityczne"" ""Windows""","""Azure DevOps"" ""C#""",/offers/soneta-sp-z-o-o-konsultant-systemu-erp-ds-technicznych-w-dziale-wsparcia
TypeScript Backend Software Developer,JS,remote,mid,AVALTON,Warszawa,,13500-22000,"""TypeScript"" ""Node.js"" ""Backend""",,/offers/avalton-typescript-backend-software-developer-warszawa-330737
Senior Full-Stack Developer,Java,hybrid,senior,Trans.eu Group SA,Wrocław,,19000-25000,,"""PHP"" ""WordPress"" ""Elasticsearch"" ""AWS"" ""Terraform""",/offers/trans-eu-group-sa-senior-full-stack-developer-wroclaw
Analytics Manager - Cluster Lead,Analytics,remote,senior,Kitopi,Warszawa,21600-24100,26000-29000,"""Analytics"" ""Team Leadership"" ""Project Management"" ""Stakeholder Management"" ""Statistics"" ""SQL"" ""Tableau/PowerBI"" ""Collaboration"" ""ELT"" ""Python""",,/offers/kitopi-analytics-manager-remote-or-hybrid-warszawa
Principal Architect - Remote,DevOps,remote,senior,Akamai,Kraków,None-None,,"""Kubernetes"" ""Docker"" ""Go"" ""Python"" ""Linux"" ""Bash""",,/offers/akamai-principal-architect-remote
Unity Engineer,Game,office,mid,Moon Active,Warszawa,,None-None,"""Unity"" ""C#"" ""API"" "".Net"" ""UI"" ""2d""",,/offers/moon-active-unity-engineer
PHP Developer,PHP,remote,mid,Amsterdam Standard,Wrocław,,12000-18000,"""PHP"" ""Symfony"" ""MySQL"" ""MVC"" ""OOP"" ""Solid"" ""JavaScript"" ""Twig"" ""English""",,/offers/amsterdam-standard-php-developer-wroclaw
Senior Java Developer - Middleware,Java,hybrid,senior,Lufthansa Systems,Gdańsk,10000-21000,13000-26000,"""Java 8+"" ""Kafka"" ""Spring Boot"" ""Git"" ""Maven"" ""CI/CD"" ""Rest Services""","""Docker"" ""Kubernetes"" ""Microservices""",/offers/lufthansa-systems-senior-java-developer-middleware
Software Engineer C#/.NET,Net,remote,mid,KUBO,Gdańsk,None-None,,""".NET C#"" ""desktop"" ""CI/CD"" ""WPF""","""UWP"" "".NET Blazor"" ""Mobile Apps""",/offers/kubo-software-engineer-c-net
Junior Full-stack Wordpress Developer,JS,hybrid,junior,Adagri,Wrocław,,6000-12000,"""HTML"" ""WordPress"" ""CSS"" ""jQuery""","""JavaScript"" ""PHP"" ""MySQL"" ""RWD"" ""GitHub""",/offers/adagri-junior-full-stack-wordpress-developer-wroclaw
Programista .NET,Net,remote,mid,Currenda Sp. z o.o.,Sopot,9000-12000,11000-14000,"""C#"" ""ASP.NET Core"" "".Net"" ""PostgreSQL"" ""MS SQL"" ""XML"" ""Git""","""Docker"" ""Microsoft Azure""",/offers/currenda-sp-z-o-o-programista-net-sopot
Senior Data Scientist (Linear Optimization),Python,remote,senior,hubQuest,Warszawa,,28500-37000,"""Linear Optimization"" ""Python"" ""Data Science"" ""Machine Learning"" ""Statistics"" ""Pandas"" ""PuLP / CVXpy / Gurobi""","""Azure"" ""pyomo""",/offers/hubquest-senior-data-scientist-linear-optimization-warszawa-323463
Android Developer,Mobile,remote,mid,Mobile Labs,Poznań,,11000-18000,"""Java"" ""Android"" ""Android SDK"" ""Android Studio"" ""Kotlin""","""Gradle"" ""Git""",/offers/mobile-labs-android-developer-poznan-332565
Prestashop Developer,PHP,remote,mid,DigitLabs Sp. z o.o.,Warszawa,,12000-17000,"""PrestaShop"" ""PHP"" ""CSS"" ""HTML"" ""JS"" ""MySQL"" ""UX"" ""Git""","""Figma""",/offers/digitlabs-sp-z-o-o-prestashop-developer
Scrum Master,PM,remote,mid,Enxoo,Kraków,,11500-20000,"""Agile"" ""Scrum"" ""Scrum Master"" ""English""","""JIRA""",/offers/enxoo-scrum-master-krakow
Angular Frontend Developer,JS,hybrid,senior,Pragmile,Warszawa,17000-21500,23520-28560,"""Angular"" ""TypeScript"" ""HTML5 / CSS3"" ""JavaScript"" ""NodeJS"" ""NPM"" ""Angular Material""","""RESTful"" ""Java"" ""Spring""",/offers/pragmile-angular-frontend-developer
Database Specialist,Data,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""DB2"" ""RedHat Linux"" ""Databases"" ""English"" ""JIRA"" ""Confluence""",,/offers/hsbc-service-delivery-database-specialist-krakow-323754
SAP HCM Consultant,ERP,hybrid,mid,Fujitsu Technology Solutions,Wrocław,18000-25000,16800-33600,"""SAP"" ""German"" ""English""","""Flori Apps""",/offers/fujitsu-technology-solutions-sap-hcm-consultant
Senior Front-end Developer,JS,office,senior,DSV ISS,Warszawa,None-None,,"""JavaScript"" ""TypeScript"" ""React"" ""MUI"" ""Redux"" ""MongoDB"" ""PostgreSQL""",,/offers/dsv-iss-senior-front-end-developer-warszawa
Java Developer - Automotive,Java,hybrid,mid,Reply Polska Sp. z o. o.,Katowice,13000-22000,,"""Java 11"" ""PostgreSQL"" ""Kubernetes"" ""Docker"" ""AWS""",,/offers/reply-polska-sp-z-o-o-java-developer-automotive-katowice
IT Administrator,Admin,hybrid,mid,Apollogic,Poznań,None-None,,"""Linux"" ""Windows Server"" ""Azure"" ""AWS"" ""English"" ""Analityczne Myślenie"" ""Windows Administration""","""SQL"" ""Bazy Danych""",/offers/apollogic-it-administrator-poznan-303087
Fullstack .Net Developer,Net,remote,mid,Primaris,Warszawa,,16800-21900,"""Angular"" "".NET Core"" ""jQuery"" "".Net Framework"" ""SQL""",,/offers/primaris-fullstack-net-developer-810a5d7e-2b98-4124-b1d4-d594e891f260
UNIX Administrator,Admin,hybrid,mid,IT CONNECT,Warszawa,None-None,,"""administracja systemów"" ""Oracje Solaris"" ""Solaris 10"" ""Solaris 11"" ""Sun Cluster"" ""OEM Ops Center""","""Zabbix"" ""Bazy danych Oracle""",/offers/it-connect-unix-administrator
Senior BI (Power BI) Developer,Data,remote,senior,N-iX,Warszawa,,16037-16838,"""Power BI"" ""MS Azure"" ""SQL""",,/offers/n-ix-senior-bi-power-bi-developer-warszawa
Java Developer,Java,remote,mid,Sorigo,Warszawa,None-None,None-None,"""Java"" ""Spring"" ""Hibernate""","""Git"" ""REST""",/offers/sorigo-java-developer-3459591b-58d6-49d8-9c67-4877983b4a38
Test Engineering / Specialist Engineering,Testing,hybrid,senior,DCV Technologies,Kraków,,None-None,"""Shell Scripting""",,/offers/dcv-technologies-test-engineering-specialist-engineering
Junior Python Developer,Python,remote,junior,Dealavo,Katowice,,6500-9000,,"""Python"" ""Git"" ""SQL"" ""HTTP"" ""Postman"" ""Linux""",/offers/dealavo-junior-python-developer-katowice
Mobile Lead,Mobile,remote,senior,ICEO - Venture Builder,Kraków,,25000-35000,"""Mobile Apps"" ""Android"" ""Flutter"" ""React Native"" ""iOS""",,/offers/iceo-venture-builder-mobile-lead
St Spec ds. Infrastruktury Technicznej Data center,Data,office,senior,PKO Bank Polski,Wieruchów,None-None,,"""Data Center"" ""G1""",,/offers/pko-bank-polski-st-spec-ds-infrastruktury-technicznej-wieruchow
Pre-Sales Cybersecurity Specialist,Security,remote,mid,Fujitsu,Katowice,None-None,None-None,"""Communication Skills"" ""RFP"" ""RFI"" ""RFQ"" ""Cybersecurity""",,/offers/fujitsu-pre-sales-cybersecurity-specialist-katowice
Inżynier testów jednostkowych C#,Net,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,"""TDD"" ""C#"" ""Git"" ""CI/CD"" ""testy""","""Azure DevOps"" ""Agile/Scrum""",/offers/soneta-sp-z-o-o-inzynier-testow-jednostkowych-c-krakow-323013
Project Manager,PM,hybrid,senior,S3 Connected Health,Oława,None-None,None-None,"""SDLC"" ""English"" ""Team Management"" ""Team Player""",,/offers/s3-connected-health-project-manager-olawa
Senior Data Engineer,Python,remote,senior,Aterian,Warszawa,,16037-26861,"""Python"" ""PySpark"" ""PostgreSQL"" ""Databricks""",,/offers/aterian-senior-data-engineer
Senior iOS Developer,Mobile,hybrid,senior,Integral Solutions,Piaseczno,,28128-30292,"""iOS"" ""Swift"" ""SwiftUI"" ""Polish"" ""English"" ""XC Cloud"" ""SQL"" ""MySQL"" ""Bluetooth Low Energy"" ""UIKit""",,/offers/integral-solutions-senior-ios-developer-piaseczno-323738
Cloud Engineer,DevOps,office,mid,DSV ISS,Warszawa,None-None,,"""Cloud"" ""Azure"" ""GCP"" ""DevOps"" ""CI/CD"" ""Terraform"" ""Powershell"" ""Ansible"" ""Docker"" ""Kubernetes""",,/offers/dsv-iss-cloud-engineer
Senior Site Reliability Engineer,Python,hybrid,senior,Procter & Gamble,Warszawa,,,"""Python"" ""SQL"" ""GCP"" ""Azure"" ""AI Engineering"" ""Spark"" ""pytest"" ""Databases""",,/offers/procter-gamble-sre-tech-lead-ai-engineering-team-warszawa
IT Analyst,Analytics,hybrid,mid,Alter Solutions Polska,Warszawa,,16800-24300,"""UML"" ""SQL""","""BPMN"" ""Enterprise Architect""",/offers/alter-solutions-polska-it-analyst
Azure Cloud Engineer,Java,remote,mid,Accenture,Warsaw,None-None,,"""Java"" ""Microsoft Azure Cloud"" ""Windows"" ""English""",,/offers/accenture-azure-cloud-engineer-warsaw
Single Sign-On (SSO) Specialist,Other,hybrid,mid,o4b Sp. z o.o.,Kraśnik,6000-13000,8000-18000,"""SSO"" ""zarządzanie integracjami"" ""SAML"" ""API"" ""Cybersecurity"" ""Azure AD"" ""WSO2"" ""Okta""","""MFA"" ""Kubernetes""",/offers/o4b-sp-z-o-o-single-sign-on-sso-specialist-krasnik
PHP Developer PrestaShop,PHP,remote,mid,X13,Poznań,,9000-18000,"""PrestaShop"" ""PHP"" ""MySQL"" ""Git""","""Symfony"" ""HTML"" ""CSS"" ""JavaScript""",/offers/x13-php-developer-prestashop-poznan-322060
Analityk IT,Analytics,remote,mid,Kredyt Inkaso,Warszawa,None-None,,"""JIRA"" ""Confluence"" ""UML"" ""Analiza Biznesowa""","""SQL"" ""Enterprise Architect"" ""Scrum""",/offers/kredyt-inkaso-analityk-it-warszawa
Automated QA Engineer,Testing,remote,mid,MindPal,Poznań,,9000-15000,"""Selenium"" ""Cypress"" ""JMeter"" ""Postman""",,/offers/mindpal-automated-qa-engineer
Senior DevOps Engineer,DevOps,remote,senior,Luxoft Poland,Katowice,None-None,,"""Azure"" ""Azure DevOps"" ""GitLab"" ""CI/CD"" ""Bash"" ""Python"" ""Azure Kubernetes Service"" ""Terraform"" ""Ansible""","""Security""",/offers/luxoft-poland-senior-devops-engineer-katowice-323781
Administrator Systemów IT ,Admin,hybrid,mid,CIRF,Rzeszów,None-None,,"""Microsoft Windows Server"" ""Active Directory""","""Sieć LAN"" ""IT Support""",/offers/cirf-administrator-systemow-it-rzeszow
React Developer Remote,JS,remote,mid,Softwarely,Warszawa,,19200-28800,"""React"" ""TypeScript"" ""Redux"" ""Redux Toolkit"" ""Redux - Saga""","""Ant Design""",/offers/softwarely-react-developer-remote
Azure Cloud Engineer,Data,hybrid,mid,Luxoft Poland,Kraków,16000-21000,23000-28000,"""Azure Cloud engineering"" ""Docker"" ""Kubernetes"" ""CI/CD"" ""Agile""","""Windows PowerShell"" ""Bash"" ""Helm""",/offers/luxoft-poland-azure-cloud-engineer-krakow
Senior Ruby Developer,Ruby,remote,senior,DataFeedWatch,Wrocław,23000-29000,23000-29000,"""Ruby"" ""Ruby on Rails"" ""English"" ""MongoDB"" ""MySQL"" ""SQL"" ""REST API""","""Git"" ""Linux"" ""Agile""",/offers/datafeedwatch-senior-ruby-developer-wroclaw
Product Owner,PM,remote,mid,Dietly.pl,Gdańsk,,12000-14000,"""Product Management"" ""Scrum""","""E-commerce""",/offers/dietly-pl-product-owner-gdansk-300675
Data Engineering Manager,Architecture,remote,senior,Sapiens Software Solutions,Katowice,None-None,,"""MsSQL"" ""ETL tools"" ""Talend""",,/offers/sapiens-software-solutions-data-engineering-manager
Full-Stack Engineer at Supercreator,JS,hybrid,senior,On The Spot Development,Warszawa,,None-None,"""React"" ""Node.js"" ""React hooks"" ""MySQL"" ""PostgreSQL"" ""Firebase"" ""Firestore"" ""React-Query"" ""Electron.js""",,/offers/on-the-spot-development-full-stack-engineer-at-supercreator
Ruby Developer - Remote/ Wrocław,Ruby,remote,mid,Sofomo,Wrocław,10000-18000,12000-21000,"""Ruby"" ""Rails"" ""Team Player"" ""English""","""Microservices"" ""frontend"" ""API’s"" ""AWS""",/offers/sofomo-ruby-developer-remote-wroclaw-wroclaw
Senior Fullstack Engineer (.Net+React),JS,hybrid,senior,SoftServe,Wrocław,,19000-25000,""".Net"" ""GraphQL"" ""React""",,/offers/softserve-senior-fullstack-engineer-net-react-wroclaw
Konsultant SAP QM,ERP,remote,mid,Accenture,Katowice,None-None,,"""SAP QM""","""Project Management""",/offers/accenture-konsultant-sap-qm-katowice
ASIC Design Verification Engineer,Game,office,senior,Luxoft Poland,Gdańsk,None-None,,"""ASIC Design Flow"" ""Design Verification"" ""SystemVerilog"" ""Python"" ""Perl"" ""Ruby"" ""UVM/OVM/VMM"" ""RTL"" ""HLS tools""","""PCIe""",/offers/luxoft-poland-asic-design-verification-engineer
iOS Developer,Mobile,hybrid,senior,Connectis,Warszawa,,25000-27000,"""iOS"" ""Swift"" ""Objective-C""",,/offers/connectis-ios-developer-warszawa-330358
Mid/Senior DevOps Engineer,DevOps,remote,senior,SlickCloud,Wrocław,,18500-33500,"""Kubernetes"" ""Terraform"" ""Cloud"" ""CI/CD"" ""Python"" ""Bash""",,/offers/slickcloud-mid-senior-devops-engineer-wroclaw
AEM Developer,ERP,hybrid,mid,"DTP, Digital Technology Poland",Zielona Góra,None-None,,"""AEM"" ""JavaScript"" ""REST""","""Git"" ""Adobe Captivate"" ""Adobe Learning Manager"" ""Java"" ""TypeScript""",/offers/dtp-aem-developer
Młodszy specjalista / Młodsza specjalistka ds. Procesów IT,Analytics,remote,junior,Centralny Ośrodek Informatyki,Kraków,5000-9000,,,"""Microsoft Office"" ""Analityczne Myślenie"" ""JIRA"" ""ISTQB Foundation Level,""",/offers/centralny-osrodekinformatyki-mlodszy-specjalista-ds-procesow-it-krakow
DevOps Engineer/ Senior SRE,DevOps,remote,senior,Ramp Network Sp. z o.o.,Warszawa,,26000-30000,"""CI/CD"" ""Kubernetes"" ""Google Cloud Platform""",,/offers/ramp-network-sp-z-o-o-senior-site-reliability-engineer
Cybersecurity SRE Vulnerability Remediation Engineer,Security,office,senior,HSBC Service Delivery,Kraków,None-None,,"""Linux"" ""Windows"" ""Scripting"" ""Vulnerability analysis"" ""Bash"" ""Python"" ""Powershell""",,/offers/hsbc-service-delivery-cybersecurity-sre-vulnerability
Site Reliability Engineering Lead with Java or Python,Java,hybrid,senior,EPAM Systems,Wrocław,None-None,,"""Team Management"" ""Cloud"" ""Linux Administration"" ""Automation Tools"" ""Scripting"" ""Java"" ""Python""",,/offers/epam-systems-site-reliability-engineering-lead-with-java-or-python-wroclaw
