Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Data Center Architect,Architecture,remote,senior,Fujitsu Technology Solutions,Łódź,None-None,None-None,"""Data Center"" ""Windows"" ""Linux"" ""VMware""",,/offers/fujitsu-technology-solutions-data-center-architect
Manager for Automation & Infrastructure Department,Architecture,hybrid,senior,Arla,Gdańsk,None-None,,"""DevOps"" "".Net"" ""Project Management"" ""Data""",,/offers/arla-manager-for-automation-infrastructure-department-gdansk
SAP Security Architect,Security,remote,mid,Accenture,Warszawa,None-None,,"""SAP Security"" ""SAP Secure Operation Map"" ""NIST"" ""MITRE ATT&CK"" ""SAP GRC Access Control""","""sod""",/offers/accenture-sap-security-architect
Delivery Manager,PM,office,senior,Grape Up,Wrocław,20400-27000,24000-32000,"""Agile"" ""Project Management"" ""People Management"" ""Risk Management"" ""Team Management"" ""Product Management"" ""English"" ""Cloud Computing""",,/offers/grape-up-delivery-manager-wroclaw-331271
Junior Angular Developer,JS,hybrid,junior,House of Angular,Warszawa,,5000-10000,,"""JavaScript"" ""Angular"" ""TypeScript"" ""HTML/CSS"" ""English"" ""RxJS""",/offers/house-of-angular-junior-angular-developer-warszawa-327483
QA Automation Engineer (Java),Testing,remote,mid,Callstack,Wrocław,,13000-23000,"""Automated Testing""",,/offers/callstack-qa-automation-engineer-java-wroclaw
Head of e-Commerce Platform,PM,hybrid,senior,Cyfrowe.pl Sp. z o.o.,Gdańsk,20000-32000,25000-40000,"""Product Management"" ""E-commerce"" ""JIRA""","""PHP"" ""Symfony"" ""Vue"" ""Docker""",/offers/cyfrowe-pl-sp-z-o-o-head-od-e-commerce-platform
Fullstack Developer (Angular & C#),JS,remote,senior,Addsecure Sp. z o.o.,Wrocław,,17000-23000,"""Angular"" ""English"" ""C#"" "".Net"" ""Git"" ""Azure DevOps"" ""SCSS"" ""Entity Framework""",,/offers/addsecure-sp-z-o-o-fullstack-developer-angular-c-wroclaw
Senior T24 Engineer_contract for 3 months,Other,remote,senior,N-iX,Warszawa,,26418-30361,"""T24"" ""Temenos""",,/offers/n-ix-senior-t24-engineer-warszawa
Senior Site Reliability Engineer,Data,hybrid,senior,Procter & Gamble,Warszawa,,,"""Python"" ""SQL"" ""GCP"" ""Azure"" ""AI Engineering"" ""Spark"" ""pytest"" ""Databases""",,/offers/procter-gamble-sre-tech-lead-ai-engineering-team-warszawa-303683
Voice Engineer,Other,hybrid,senior,Randstad Polska Sp. z o.o.,Warszawa,20000-21000,,"""VBScript"" ""Powershell"" ""C#/.NET"" ""Azure"" ""Graph API"" ""Microsoft technologies"" ""NICE"" ""Verba""",,/offers/randstad-polska-sp-z-o-o-voice-engineer-warszawa
SQL Server Database Administrator,Admin,remote,mid,DXC Technology,Warszawa,None-None,,"""Database administration"" ""SQL Server"" ""Databases""","""Azure""",/offers/dxc-technology-sql-server-database-administrator-warszawa
Senior FullStack Developer (React+Node),JS,hybrid,senior,Winged IT,Warszawa,,28123-32450,"""React"" ""Node.js"" ""NoSQL"" ""SQL""","""Nest.js""",/offers/winged-it-senior-fullstack-developer-react-node-warszawa-324017
Software Engineer - Mendix (low-code) expert,Other,remote,senior,Tietoevry,Wrocław,None-None,None-None,"""Mendix"" ""Software Development"" ""English"" ""Java/JavaScript""",,/offers/tietoevry-software-engineer-mendix-low-code-expert
Senior Software Engineer (Java),Java,hybrid,senior,Snowflake,Warsaw,30000-60000,,"""Java"" ""TypeScript""",,/offers/snowflake-senior-software-engineer-java
DevOps Engineer,DevOps,office,mid,DSV ISS,Warszawa,None-None,,"""CI/CD"" ""DevOps"" ""RCA""","""Linux"" ""Python"" ""Groovy"" ""Bash""",/offers/dsv-iss-devops-engineer-warszawa-316580
Test Lead (IAM),Testing,remote,senior,ITDS,Katowice,14000-16000,20000-22000,"""JMeter"" ""LoadRunner""","""IAM"" ""PAM""",/offers/itds-test-lead-iam-katowice
Administrator IT,Admin,office,mid,Perfect Consulting,Gdynia,11000-13000,11000-14000,"""Microsoft Office"" ""Windows Administration""",,/offers/perfect-consulting-administrator-it
React/Frontend Developer,JS,remote,senior,SellIntegro,Wrocław,,18000-24000,"""React"" ""ASP.NET Core"" ""Docker"" ""Unit Testing"" ""JS"" "".Net"" ""Git"" ""C#"" ""SQL""",,/offers/sellintegro-react-frontend-developer
Konsultant - Administrator SAP,ERP,hybrid,mid,BUDIMEX,Warszawa,None-None,None-None,"""SAP FI"" ""product owner"" ""Product Management"" ""Agile"" ""JIRA"" ""Scrum"" ""Business Intelligence"" ""Angielski""","""SAP CO""",/offers/budimex-konsultant-administrator-sapc
Konsultant serwisu IT (systemy medyczne/weterynaryjne),Support,hybrid,mid,Marcel S.A.,Zielonka ,4000-7000,,"""HTTPS"" ""Linux"" ""TCP/IP"" ""Bash"" ""Apache"" ""PostgreSQL"" ""VPN"" ""DNS"" ""protokoły FTP""","""SQL""",/offers/marcel-s-a-konsultant-serwisu-it-szczecin
Senior Backend Developer,Python,remote,senior,Nordhealth,Helsinki,17306-25960,17306-25960,"""Python"" ""Django"" ""PHP"" ""AWS""",,/offers/nordhealth-senior-backend-developer
Java Developer (Fullstack) ,Java,hybrid,senior,CodLake,Kraków,18000-25000,18000-25000,"""Java"" ""Spring"" ""SpringBoot"" ""micro services"" ""JavaScript"" ""TypeScript""","""Kafka""",/offers/codlake-it-project-manager-krakow
Software Engineer in Test,Net,hybrid,senior,emagine Polska,Wrocław,,26000-30000,"""C#"" "".Net"" ""TypeScript"" ""React"" ""JavaScript"" ""BDD""",,/offers/emagine-polska-software-engineer-in-test
Digital and IT Analyst RPA Systems,Data,hybrid,mid,Parker Hannifin ESSC,Wrocław,None-None,,"""English"" ""SQL"" "".Net"" ""Technical Knowledge"" ""Project Management""",,/offers/parker-hannifin-essc-digital-and-it-analyst-rpa-systems-wroclaw-332712
Data Engineer z j.niemieckim,Data,remote,senior,dmTECH Polska,Wrocław,,15000-29000,"""Niemiecki"" ""Big Data"" ""GCP"" ""Python"" ""Java"" ""Kotlin""",,/offers/dmtech-polska-data-engineer-z-j-niemieckim
Full Stack Java Developer,Java,hybrid,senior,Brown Brothers Harriman,Kraków,None-None,,"""Java"" ""Angular 2+"" ""NodeJS"" ""Hibernate"" ""Apache Tomcat"" ""Git"" ""JIRA"" ""REST""","""Oracle""",/offers/brown-brothers-harriman-full-stack-java-developer
Data Scientist,Data,remote,mid,BEST S.A.,Gdynia,None-None,None-None,"""Python"" ""AWS"" ""Azure"" ""Google Cloud Platform"" ""Git"" ""PyTorch"" ""TensorFlow"" ""Keras"" ""Pandas"" ""NumPy""",,/offers/best-s-a-data-scientist
Android Developer,Mobile,hybrid,mid,Alter Solutions Polska,Kraków,,20000-24300,"""Android"" ""Java"" ""Kotlin"" ""Gradle"" ""Android Studio"" ""RxJava"" ""MVC"" ""MVP"" ""MVVM"" ""Git""",,/offers/alter-solutions-polska-android-developer-krakow-330484
Team Leader Backend .NET,Net,remote,c_level,Diagnostyka,Kraków,16000-22000,16000-25000,"""C#"" "".NET Core"" ""CQRS"" ""SQL"" ""CI/CD""","""Git"" ""MS SQL"" ""Docker"" ""Kubernetes"" ""Microsoft Azure""",/offers/diagnostyka-team-leader-backend-net-krakow
Senior Java Developer #Warsaw,Java,hybrid,senior,Cpl Poland,Warszawa,20000-24000,,"""Kafka"" ""Azure""",,/offers/cpl-poland-senior-java-developer-warsaw
Senior QA Engineer,Testing,remote,senior,Interia.pl Sp. z o.o.,Kraków,,None-None,"""Selenium"" ""Cypress"" ""Playwright"" ""Git""","""CI/CD""",/offers/interia-pl-sp-z-o-o-senior-qa-enginner
Senior Java Software Developer,Java,remote,senior,Reply Polska Sp. z o. o.,Łódź,13000-22000,,"""Java"" ""Microservices"" ""NoSQL""","""Cloud""",/offers/reply-polska-sp-z-o-o-senior-java-software-developer-lodz
DevOps Engineer,DevOps,remote,mid,Commerzbank,Łódź,None-None,,"""English"" ""OpenShift"" ""DevOps"" ""Linux / Unix"" ""Microsoft Azure Cloud""",,/offers/commerzbank-devops-engineer-lodz
Administrator/ka platformy OKD,Admin,hybrid,senior,Simplicity Recruitment,Warszawa,None-None,,"""Linux"" ""OKD"" ""Docker""","""OpenShift"" ""Ansible"" ""Puppet"" ""Jenkins""",/offers/simplicity-recruitment-administrator-ka-platformy-okd
Architekt IT,Architecture,hybrid,mid,GET IT TOGETHER Sp z.o.o.,Gdynia,,None-None,"""English"" ""ERP""","""SQL"" ""TOGAF"" ""Agile"" ""ArchiMate""",/offers/get-it-together-sp-z-o-o-architekt-it
Senior / Lead Big Data Developer,Data,remote,senior,EPAM Systems,Katowice,17500-26000,20900-29400,"""Software Development"" ""Big Data"" ""Python"" ""Scala"" ""Java"" ""Spark"" ""Databricks"" ""Azure""","""Kafka"" ""search technologies""",/offers/epam-systems-senior-lead-big-data-developer-katowice
Senior Cloud Developera- SAPUI5 i SAP CAP,ERP,remote,senior,1dea,Gdańsk,,25000-36000,"""SAP"" ""JavaScript"" ""ReactJS""",,/offers/1dea-senior-cloud-developera-sapui5-i-sap-cap-gdansk
Frontend Developer (Angular),JS,hybrid,senior,Spyrosoft,Białystok,13550-18500,18500-25200,"""JavaScript"" ""TypeScript"" ""HTML"" ""CSS"" ""Angular""",,/offers/spyrosoft-frontend-developer-angular-bialystok-333484
Data Engineering Manager,Architecture,remote,senior,Sapiens Software Solutions,Katowice,None-None,,"""MsSQL"" ""ETL tools"" ""Talend""",,/offers/sapiens-software-solutions-data-engineering-manager
Lead .net Developer,Net,office,senior,Andea,Kraków,,23000-32000,"""C#"" ""SQL"" ""Microservice Architecture"" ""People Management""","""Azure"" ""CI/CD"" ""Kubernetes""",/offers/andea-software-engineering-manager-wroclaw
System Analyst,Analytics,hybrid,mid,Silky Coders,Gdynia,None-None,None-None,"""SQL"" ""UML"" ""BPMN""","""Enterprise Architect""",/offers/silky-coders-system-analyst-0b6bade7-4503-466f-8b20-685beaa7c2f7
Młodszy Administrator ds. Baz Danych,Admin,remote,junior,Aplitt sp. z o.o.,Gdańsk,None-None,,"""MS SQL"" ""MS Windows Server"" ""TSQL"" ""Angielski""","""PostgreSQL"" ""MySQL"" ""Oracle""",/offers/aplitt-sp-z-o-o-mlodszy-administrator-ds-baz-danych
Praktyki w obszarze Rynków Kapitałowych lub Bankowości – programista Java,Java,hybrid,junior,Accenture,Warszawa,,,"""English"" ""Polish"" ""MS Office""","""SQL"" ""Java""",/offers/accenture-praktyki-w-obszarze-rynkow-kapitalowych-lub-bankowosci-programista-java-warszawa
SAP Data Migration Senior Consultant,ERP,remote,senior,Experis Manpower Group,Wrocław,,30240-31920,"""SAP HANA"" ""data migration"" ""ABAP Proxy"" ""Test Cases"" ""Test Plans"" ""Data Mapping"" ""test scripts""",,/offers/experis-manpower-group-sap-data-migration-senior-consultant
Flutter Developer,Mobile,remote,mid,THE HEART R&D LAB,Kraków,11500-15500,14000-19000,"""Flutter"" ""Dart"" ""Git"" ""REST""","""Firebase""",/offers/the-heart-r-d-lab-flutter-developer-warszawa
Data Projects Analyst,Data,office,mid,Lyreco Advantage,Gdańsk,None-None,None-None,"""Data"" ""Power BI"" ""SQL""","""Project Management""",/offers/lyreco-advantage-data-projects-analyst
Unreal Engine Game Developer,Game,remote,mid,HiveFive Interactive,Budapest,,,"""Communication Skills"" ""English"" ""C++"" ""Unreal Engine""",,/offers/hivefive-interactive-unreal-engine-game-developer
IT internship with French,Admin,remote,junior,Accenture,Katowice,,,"""English"" ""French"" ""Polish""","""Windows Server admin."" ""SQL"" ""programming basics""",/offers/accenture-it-internship-with-french
Application Developer Specialist,Net,hybrid,mid,PPG,Wrocław,None-None,,"""C#"" ""Azure DevOps"" ""ASP.NET"" "".NET Core"" ""Entity Framework"" ""Microservice Architecture"" ""TypeScript"" ""Angular 9+"" ""GraphQL"" ""Solid""",,/offers/ppg-application-developer-specialist-wroclaw-301241
Fullstack Developer .NET & Angular,Net,remote,mid,Directio,Wrocław,16500-20000,21500-28500,""".Net"" ""Azure"" ""MS SQL"" ""Angular""",,/offers/directio-fullstack-developer-net-angular-wroclaw
Administrator Systemów Microsoft,Admin,hybrid,mid,Klient justjoin.it,Katowice ,8000-12000,8000-12000,"""Microsoft"" ""Microsoft SQL"" ""Hyper-V""",,/offers/klient-justjoin-it-administrator-systemow-microsoft
Konsultant ds. Wsparcia Dynamics AX,Support,remote,mid,Medicover,Warszawa,None-None,None-None,"""Customer Support"" ""ERP"" ""Helpdesk""",,/offers/medicover-konsultant-ds-wsparcia-dynamics-ax-warszawa
Cybersecurity SQL Developer,Data,hybrid,senior,DCV Technologies,Kraków,,25000-30000,"""SQL""",,/offers/dcv-technologies-cybersecurity-sql-developer
Senior Full Stack Developer,JS,hybrid,senior,SIX,Warszawa,None-None,,"""Angular"" ""Angular Material"" ""TypeScript"" ""Node.js"" ""Selenium"" ""GitLab""","""Java"" ""Microsoft Azure Cloud""",/offers/six-senior-full-stack-developer
Full-stack developer,PHP,remote,senior,Planner 5D,Vilnius,,,"""PHP"" ""JavaScript"" ""TypeScript"" ""Symfony"" ""PHPUnit"" ""MySQL""",,/offers/planner-5d-full-stack-developer-vilnius
Senior Devops Engineer,DevOps,remote,senior,People More,Kraków,,23000-35000,"""AWS"" ""Docker"" ""Kubernetes"" ""Terraform"" ""CI/CD""","""IIoT"" ""Gradle"" ""Java"" ""Python"" ""Amazon AWS""",/offers/people-more-senior-devops-engineer
Cloud Operations Manager (Puppet Operations),Admin,remote,senior,PwC Polska,Warszawa,None-None,,"""Linux"" ""Microsoft Office tools"" ""Bash"" ""Golang"" ""Java"" ""JavaScript"" ""Python"" ""Ruby""","""SOC2"" ""CIS Benchmarks""",/offers/pwc-polska-cloud-operations-manager-puppet-operations
Junior Salesforce Consultant,Other,remote,junior,Enxoo,Kraków,,5000-13000,,"""BPMN"" ""UML"" ""Scrum"" ""CRM""",/offers/enxoo-junior-salesforce-consultant-krakow
Senior Java Cloud Developer,Java,hybrid,senior,DahliaMatic Sp. z o.o.,Warszawa,,25000-34000,"""Polish"" ""Java"" ""Azure"" ""Spring"" ""SQL"" ""NoSQL"" ""REST"" ""English"" ""IT studies""","""Team Leadership""",/offers/dahliamatic-sp-z-o-o-senior-java-cloud-developer-warszawa-319787
Manual tester,Testing,remote,senior,Alter Solutions Polska,Kraków,,8000-12000,"""SQL"" ""regression testing"" ""Scrum"" ""Leasing or Insurance""","""Test Automation"" ""ISTQB""",/offers/alter-solutions-polska-manual-tester-krakow-330480
Fullstack Developer (Node.JS & React),JS,remote,mid,MindPal,Gdańsk,,14500-22500,"""Node.js"" ""React"" ""JavaScript"" ""HTML5 / CSS3"" ""RESTful API"" ""Git""",,/offers/mindpal-fullstack-developer-node-js-react-gdansk
Azure Cloud Engineer,Data,hybrid,mid,Luxoft Poland,Wrocław,16000-21000,23000-28000,"""Azure Cloud engineering"" ""CI/CD"" ""Agile""","""Helm"" ""Windows PowerShell"" ""Bash""",/offers/luxoft-poland-azure-cloud-engineer-wroclaw
👉 Senior/Principal Java Developer,Java,hybrid,senior,Xebia,Kraków,17500-24500,22000-30000,"""Java 8+"" ""Spring"" ""Spring Boot"" ""Relational Databases"" ""REST API""",,/offers/xebia-senior-principal-java-developer
Senior Pentester,Security,remote,senior,Experis Manpower Group,Warszawa,,26040-30240,"""OSCP Certificate"" ""Pentesting"" ""Cloud-hosted applications"" ""IT Security"" ""MITRE"" ""Networking protocols""",,/offers/experis-manpower-group-senior-pentester-warszawa
Specjalista ds. wdrożeń,Support,remote,mid,Decerto,Gdańsk,,None-None,"""English"" ""Polish"" ""Technical IT Knowledge"" ""Implementation specialist"" ""Analytical skills"" ""UML""",,/offers/decerto-specjalista-ds-wdrozen-gdansk
C++ Developer,C,hybrid,mid,Onwelo Sp. z o.o.,Kraków,12000-17000,14700-22000,"""C++"" ""Qt"" ""Linux""",,/offers/onwelo-sp-z-o-o-c-developer-krakow
Architekt/ Programista Systemowy,Architecture,remote,mid,Nazwa.pl,Kraków,15000-20000,15000-23000,"""Linux OS"" ""Python / Perl"" ""Postfix"" ""Apache"" ""TCP/IP"" ""Git"" ""Bash""","""C"" ""C++"" ""Nginix""",/offers/nazwa-pl-architekt-programista-systemowy-013420b6-adf2-48ca-9707-6d9150391f49
Spark Developer,Scala,hybrid,senior,HSBC Service Delivery,Kraków,21000-24000,,"""English"" ""Scala"" ""Spark"" ""Unix""",,/offers/hsbc-service-delivery-spark-developer-krakow
Golang Developer,Go,remote,senior,Experis Manpower Group,Wrocław,,30072-34608,"""Golang"" ""Godep"" ""Docker"" ""Kubernetes"" ""Kafka"" ""ClickHouse""",,/offers/experis-manpower-group-golang-developer-wroclaw-312401
Senior Full-Stack Developer (L3),JS,remote,senior,Text S.A.,Warszawa,,18000-29000,"""Node.js"" ""Next.js"" ""React""",,/offers/text-s-a-senior-full-stack-developer-l3-warszawa-329700
Mid Fullstack Developer (C# and ANGULAR),Net,hybrid,mid,STATSCORE Sp. z o.o.,Tychy,11000-18000,13200-21600,"""C#"" ""AWS"" ""Angular"" ""JavaScript"" ""TypeScript""",,/offers/statscore-sp-z-o-o-mid-fullstack-developer-c-and-angular-tychy
Data Entry Specialist,Data,remote,junior,Haddad Brands,Warszawa,,5000-8500,"""English"" ""Excel"" ""Samodyscyplina"" ""MS SQL"" ""Analytical Thinking"" ""Analiza Biznesowa"" ""Automation Tools""","""Python"" ""Power BI""",/offers/haddad-brands-data-entry-specialist
L2/L3 Support Enginners,Support,hybrid,mid,WIPRO,Marki,None-None,None-None,"""IT Support"" ""Linux"" ""MySQL""",,/offers/wipro-l2-l3-support-enginners-marki
Software Developer,Java,hybrid,mid,Lyreco Advantage,Gdańsk,None-None,,"""Java"" ""English"" ""Agile""",,/offers/lyreco-advantage-software-developer
Konsultant projektu CRM,Analytics,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,"""Enova365"" ""XML"" ""PL/SQL"" ""testy""","""C#"" ""CRM"" ""ERP""",/offers/soneta-sp-z-o-o-konsultant-projektu-crm-krakow-323000
Industrial Controls System Support Specialist,ERP,office,mid,Vesuvius Sp. z o.o.,Kraków,None-None,,"""ERP"" ""Controls System Support"" ""Windows 10"" ""Linux"" ""Scada""",,/offers/vesuvius-sp-z-o-o-industrial-controls-system-support-specialist-krakow-320099
Inżynier DevOps,DevOps,remote,mid,Dom Maklerski BOŚ SA,Wroclaw,14000-22000,17000-26500,"""CI/CD"" ""Git"" ""Linux"" ""Apache""","""Oracle""",/offers/dom-maklerski-bos-sa-inzynier-devops-wroclaw-324473
Manager for Automation & Infrastructure Department,Net,hybrid,senior,Arla,Gdańsk,None-None,,"""DevOps"" "".Net"" ""Project Management"" ""Data""",,/offers/arla-manager-for-automation-infrastructure-department-gdansk-318747
Automation Tester with Eggplant,JS,remote,mid,DCG,Wrocław,,110-130,"""Eggplant"" ""SAP Hybris"" ""JavaScript"" ""JIRA"" ""MySQL""",,/offers/dcg-automation-tester-with-eggplant-wroclaw-327333
Data Engineer,Data,hybrid,senior,KUBO,Gdańsk,None-None,,"""SQL"" ""PL/SQL"" ""ETL"" ""Java"" ""SAS"" ""C#""",,/offers/kubo-data-engineer-gdansk
Inżynier I Linii Wsparcia,Support,office,mid,SAFETEC Sp. z o.o.,Niepołomice,None-None,None-None,"""IT Support"" ""MS Office"" ""English"" ""Customer Support""","""Microsoft Windows""",/offers/safetec-sp-z-o-o-inzynier-i-linii-wsparcia-niepolomice
Dashboard Builder (Amplitude Specialist),Other,hybrid,mid,STEPWISE,Warszawa,,None-None,"""Amplitude"" ""Dashboards"" ""English""",,/offers/stepwise-dashboard-builder-amplitude-specialist-warszawa-325109
Business & System Analyst,Other,hybrid,senior,Wonder Miles,Ostrów Mazowiecki,,12000-20000,"""Business Analysis"" ""BPMN""","""UML"" ""Web Services"" ""SQL""",/offers/wonder-miles-business-system-analyst-ostrow-mazowiecki
Senior Fullstack Developer,Java,remote,senior,ASTEK Polska,Wrocław,14000-20000,21000-29400,"""Java 8+"" ""TypeScript"" ""Angular"" ""HTML5 / CSS3"" ""Spring Boot"" ""Hibernate"" ""PostgreSQL"" ""Apache Kafka"" ""Maven""","""Docker""",/offers/astek-polska-senior-fullstack-developer-wroclaw
Technical Team Lead,DevOps,hybrid,senior,IT SOLUTION FACTOR,Warszawa,None-None,None-None,"""Hybrid Cloud"" ""SDN"" ""Disaster Recovery"" ""VMWare Tanzu""","""Data Center"" ""AWS"" ""Claud Native"" ""Kubernetes"" ""VDI"" ""UEM""",/offers/it-solution-factor-it-integration-team-leader
Senior Golang Engineer (eBPF focused),Go,hybrid,senior,On The Spot Development,Warszawa,,25629-29572,"""Go"" ""Linux"" ""eBPF"" ""Kubernetes"" ""Docker"" ""Open source""",,/offers/on-the-spot-development-senior-golang-engineer-ebpf-focused-warszawa
Head of Brand Marketing (relocation package),PM,hybrid,senior,Mayflower,Limassol,None-None,,"""Management"" ""Project Management"" ""Leadership skills"" ""Communication Skills""",,/offers/mayflower-head-of-brand-marketing
Principal Backend Engineer (Golang),Go,hybrid,senior,LegalZoom,Kraków,28000-38000,28000-38000,"""Go/C/C++/Python"" ""Linux"" ""Microservices"" ""PostgreSQL""","""AWS"" "".Net""",/offers/legalzoom-principal-backend-engineer-golang-krakow
Developer engineer,Java,hybrid,mid,APM SOLUTIONS SP. Z O.O.,Warszawa,,,"""Java"" ""English""",,/offers/apm-solutions-sp-z-o-o-developer-engineer-warszawa
Web Developer w agencji 360°,JS,remote,mid,Berry Kolektyw Kreatywny,Poznań,,,"""Front-End"" ""SASS"" ""WordPress"" ""JS"" ""PHP 8"" ""DevOps"" ""Backend"" ""MySQL"" ""Git"" ""Laravel""",,/offers/berry-kolektyw-kreatywny-web-developer-w-agencji-360-poznan
Software Architect,Architecture,remote,mid,Rite NRG,Wrocław,26800-35000,25600-27000,"""TypeScript"" ""Nest.js"" ""Angular"" ""React"" ""DDD"" ""Hexagonal"" ""Clean Code"" ""CQRS"" ""Solid"" ""SQL""",,/offers/rite-nrg-software-architect
Application Development Technical Lead,Net,hybrid,senior,PPG,Wrocław,None-None,,""".NET Core"" ""Angular"" ""C#"" ""ASP.NET"" ""Entity Framework"" ""RxJS"" ""SASS"" ""Git"" ""Solid"" ""Azure""",,/offers/ppg-application-development-technical-lead
Senior Functional Systems Architect,Architecture,remote,senior,Harman Connected Services,Łódź,11000-17500,,"""Agile/Scrum"" ""Salesforce Commerce Cloud""","""E-commerce"" ""Order Management""",/offers/harman-connected-services-senior-functional-systems-architect
Lead Cloud Engineer (AWS),DevOps,remote,c_level,7N,Gdańsk,,36960-40320,"""AWS"" ""Python"" ""CI/CD"" ""Docker"" ""TypeScript""","""Lake Formation""",/offers/7n-lead-cloud-engineer-aws-gdansk
SAP Commerce Developer,Other,hybrid,mid,Scalo,Kraków,,21840-25200,"""SAP eCommerce"" ""SAP CI"" ""JIRA"" ""Confluence""","""Java"" ""Spring"" ""REST"" ""Ant""",/offers/scalo-sap-commerce-debeloper
Software Tester SQA,Testing,remote,mid,SdNcenter sp. z o.o.,Warszawa,,7972-14400,"""SQA"" ""Azure DevOps"" ""CSV"" ""English""","""Selenium""",/offers/sdncenter-sp-z-o-o-senior-software-testing-lead-sqa
Cloud Compliance Consultant,Security,remote,mid,Accenture ,Warszawa,14000-22000,,"""Cybersecurity""","""NIST"" ""CSA"" ""CCM"" ""Azure Security  Center"" ""AWS Artifact"" ""GCP Security Command Center"" ""Agile""",/offers/accenture-sp-z-o-o-2-cloud-compliance-consultant
Senior Java/Kotlin Developer - Payments,Java,hybrid,senior,LeoVegas,Warszawa,,27000-32000,"""Java"" ""Spring Boot"" ""Microservices"" ""MySQL""","""Kotlin"" ""Akka"" ""Hazelcast"" ""RabbitMQ"" ""Google Cloud Platform"" ""Kafka""",/offers/leovegas-senior-java-kotlin-developer-payments
Salesforce Mid Developer,Java,remote,mid,Sofomo,Wrocław,12000-19000,14000-22000,"""Salesforce"" ""English"" ""Problem Solving"" ""Proactivity"" ""Communication Skills"" ""Apex""","""Integrations""",/offers/sofomo-salesforce-mid-developer-wroclaw
QA Python Software Engineer,Python,hybrid,senior,CAE Flight Services Poland,Kraków,None-None,None-None,"""SQL"" ""Python"" ""AWS"" ""Windows"" ""English""",,/offers/cae-flight-services-poland-qa-python-software-engineer-krakow
