Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Capacity Business Manager,PM,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""IT Management"" ""Data"" ""Databases""",,/offers/hsbc-service-delivery-capacity-business-manager
Senior Site Reliability Engineer,Data,office,senior,DSV ISS,Warszawa,None-None,,"""Java"" ""Databases"" ""MongoDB"" ""MySQL"" ""PostgreSQL""","""Kibana"" ""Elasticsearch"" ""Cloud"" ""Azure DevOps"" ""Kubernetes""",/offers/dsv-iss-senior-site-reliability-engineer-warszawa-317276
Data Engineer (mid/senior),Data,hybrid,mid,Next Technology Professionals,warszawa,17000-27000,,"""ETL"" ""Data Warehousing"" ""Data modeling"" ""MS SQL Server""","""Salesforce""",/offers/next-technologyprofessionals-data-engineer-mid-senior
Senior SAP TM Consultant,ERP,remote,senior,RITS Professional Services,Kraków,,30240-35280,"""SAP""",,/offers/rits-professional-services-senior-sap-tm-consultant-krakow
DevOps Engineer,DevOps,hybrid,mid,ASTEK Polska,Warszawa,16000-18500,20000-24000,"""GCP"" ""Kubernetes"" ""Docker"" ""CI/CD"" ""Grafana"" ""Kibana""","""RabbitMQ"" ""Oracle SQL"" ""PostgreSQL""",/offers/astek-polska-devops-engineer-warszawa-319005
IT Business Analyst,Analytics,remote,mid,emagine Polska,Wrocław,,24000-28000,"""Regulatory Reporting"" ""SQL"" ""Data Mapping"" ""Test Data"" ""Test Cases""","""Agile""",/offers/emagine-polska-it-business-analyst-wroclaw
GenAI Solution Architect,Other,hybrid,senior,Capgemini Polska,Warszawa,None-None,,"""Computer science"" ""AI""","""AWS"" ""Azure"" ""Google Cloud""",/offers/capgemini-polska-genai-solution-architect-warszawa
Frontend Developer,JS,hybrid,mid,DCG,Piaseczno,,15500-17500,"""Angular"" ""TypeScript"" ""Bootstrap""","""PHP"" ""Symfony""",/offers/dcg-frontend-developer-piaseczno
System Analyst,Analytics,remote,senior,ASTEK Polska,Wrocław,12000-16500,,"""Enterprise Architect"" ""Postman"" ""Putty"" ""JIRA"" ""Confluence""",,/offers/astek-polska-system-analyst-wroclaw
DevOps Engineer,DevOps,hybrid,mid,Tenesys,Poznań,10000-18000,12000-21000,"""AWS"" ""CI/CD"" ""PostgreSQL"" ""Docker"" ""Terraform"" ""ARM"" ""CloudFormation"" ""Microsoft Azure Cloud"" ""Monitoring systems"" ""Python""",,/offers/tenesys-devops-engineer-c4f2d2f9-60e7-48ee-aaca-cde3f09c80af
Service Desk Admin with Finnish,Support,hybrid,mid,WIPRO,Gdynia,None-None,,"""Finnish"" ""English"" ""Customer Support""",,/offers/wipro-service-desk-admin-with-finnish-gdynia
IT Systems Support Specialist,Support,office,mid,Ligo Headhunters,Kraków,9000-15000,,"""Linux"" ""MySQL"" ""T-SQL"" ""ETL tools""","""Python"" ""Shell""",/offers/ligo-headhunters-it-systems-support-specialist-509a1ddc-f17a-4546-9cf5-1989cc9131ee
React Native Developer,JS,remote,mid,KLG Solutions Sp. z o.o.,Kraków,,None-None,"""React Native"" ""ReactJS"" ""Git"" ""JIRA""","""JavaScript"" ""TypeScript"" ""Android"" ""iOS"" ""Android Studio"" ""Native Base""",/offers/klg-solutions-sp-z-o-o-react-native-developer-krakow-326085
Architekt Rozwiązań IT,Net,hybrid,senior,Medicover,Warszawa,None-None,None-None,""".Net"" ""Kafka"" ""RabbitMQ"" ""Azure"" ""AWS"" ""TOGAF"" ""DDD"" ""BPMN"" ""UML""",,/offers/medicover-architekt-rozwiazan-it-warszawa-324568
Lead Data Engineer,Data,remote,senior,emagine Polska,Warszawa,,None-None,"""Amazon AWS"" ""CI/CD"" ""Python"" ""SQL"" ""Docker"" ""Spark""",,/offers/emagine-polska-lead-data-engineer
Tester Manualny,Testing,hybrid,mid,Trans.eu Group SA,Wrocław,None-None,None-None,,"""ISTQB""",/offers/trans-eu-group-sa-tester-manualny-wroclaw-320785
Content Entry Assistant,Support,hybrid,junior,Wunderman Thompson,Poznań,,,,"""CMS"" ""Atlassian"" ""SharePoint""",/offers/wunderman-thompson-content-entry-assistant
UX/UI Designer Mid,UX/UI,office,mid,MindPal,Katowice,5000-8000,,"""English""","""Figma"" ""Adobe XD""",/offers/mindpal-ux-ui-designer-mid-katowice
Senior Data Steward,Data,hybrid,senior,Lyreco Advantage,Gdańsk,None-None,,"""Data""",,/offers/lyreco-advantage-senior-data-steward
Analityk Systemowo - Biznesowy,Analytics,office,mid,VECTRA S.A.,Gdynia,,10000-12000,"""Communication Skills"" ""Business Analysis"" ""User Stories""","""process modeling"" ""API""",/offers/vectra-s-a-analityk-systemowy-it
Software Development Engineer in Test,Testing,hybrid,senior,Mindbox,Warszawa,,22000-30000,"""Java"" ""JUnit"" ""REST API"" ""Docker"" ""Spring Boot"" ""Kafka""",,/offers/mindbox-software-development-engineer-in-test-warszawa
Analityk Biznesowo-Systemowy IT,Analytics,office,mid,TUiR Warta S.A,Warszawa,10000-17000,,"""Oracle DB"" ""PostgreSQL"" ""MsSQL"" ""UML"" ""BPMN""",,/offers/tuir-warta-s-a-analityk-biznesowo-systemowy-it-dc17f5aa-0d0a-4243-9340-b9835ab0c5de
Senior BI/SQL Solutions Consultant,Data,remote,senior,APN Promise S.A.,Kraków,,22000-28000,"""Power BI"" ""Reporting Services"" ""ETL"" ""T-SQL"" ""Power Query"" ""DAX"" ""Analysis Services""",,/offers/apn-promise-s-a-sql-bi-developer-krakow-322807
👉Web Performance Analyst,Analytics,remote,mid,Interia.pl Sp. z o.o.,Wrocław,,None-None,"""HTML/CSS"" ""Chrome DevTools"" ""WebPageTest"" ""Lighthouse"" ""JavaScript"" ""React"" ""CruX Dashboard""",,/offers/interia-pl-sp-z-o-o-web-performance-analyst-wroclaw
Junior Software Tester,Testing,remote,junior,CrowdWorx,Poznań,6000-8000,6000-9000,"""English""","""Azure DevOps"" ""Confluence"" ""Git"" ""C#"" ""Microsoft SQL"" ""Powershell"" ""IIS"" ""SQL Server"" ""MailHog""",/offers/crowdworx-junior-software-tester
Salesforce Developer/DevOps,DevOps,remote,senior,Comernal Software Sp. z o.o.,Wrocław,16000-26000,20000-32000,"""Salesforce"" ""GitHub"" ""CI/CD"" ""Git"" ""Scrum"" ""HTML5 / CSS3"" ""LWC"" ""Apex"" ""Databases""","""Automated Testing""",/offers/comernal-software-sp-z-o-o-salesforce-developer-devops-wroclaw
Analityk Biznesowo-Systemowy,Analytics,remote,mid,Asseco Data Systems,Kraków,None-None,None-None,"""SQL"" ""XML""",,/offers/asseco-data-systems-analityk-biznesowo-systemowy-krakow
UC O365 Security and Compliance,Security,hybrid,mid,State Street,Kraków,None-None,,"""Powershell"" ""Power Automate"" ""Python"" ""Office 365 products"" ""data retention policies""",,/offers/state-street-uc-o365-security-and-compliance-krakow
Administrator Systemów IT,Admin,hybrid,mid,CIRF,Warszawa,None-None,,"""Linux"" ""Windows"" ""Oracle"" ""PostgreSQL"" ""MS SQL Server"" ""MongoDB"" ""LAN/WAN""","""PL/SQL"" ""HTTP""",/offers/cirf-administrator-systemow-it-warszawa
Senior Golang Developer,Go,remote,senior,Hobly,Poland (Remote),,20000-24000,"""Golang"" ""DDD"" ""Microservice Architecture"" ""CQRS"" ""PostgreSQL"" ""CI/CD"" ""Docker"" ""Kubernetes"" ""RabbitMQ""","""Python""",/offers/hobly-senior-golang-developer-krakow
DevOps Engineer,DevOps,remote,senior,emagine Polska,Warszawa,,27200-32000,"""DevOps"" ""Python"" ""Bash"" ""Amazon AWS"" ""GCP""",,/offers/emagine-polska-devops-engineer-warsaw
Senior Marketing Cloud Consultant,ERP,remote,senior,EPAM Systems,Kraków,None-None,,"""German"" ""Pardot"" ""Salesforce Mark. Cloud"" ""English""","""Salesforce Analyt. Cloud""",/offers/epam-systems-senior-marketing-cloud-consultant
Młodszy specjalista / Młodsza specjalistka ds. Procesów IT,PM,remote,junior,Centralny Ośrodek Informatyki,Warszawa,5000-9000,,,"""Microsoft Office"" ""Analityczne Myślenie"" ""JIRA"" ""ISTQB Foundation Level,""",/offers/centralny-osrodekinformatyki-mlodszy-specjalista-ds-procesow-it-warszawa
Manager for Automation & Infrastructure Department,Net,hybrid,senior,Arla,Gdańsk,None-None,,"""DevOps"" "".Net"" ""Project Management"" ""Data""",,/offers/arla-manager-for-automation-infrastructure-department-gdansk-318747
Fullstack Developer (Java + Angular),Java,remote,mid,Consdata S.A.,Warszawa,11300-15900,14950-21000,"""Java"" ""Spring"" ""MongoDB"" ""PostgreSQL"" ""Docker"" ""TypeScript"" ""IntelliJ"" ""Git""","""Angular"" ""OpenShift""",/offers/consdata-s-a-fullstack-developer-java-angular-0104fbec-db67-4fc6-8c6a-fe2fe3c162da
React Native Developer (Freelancer),Mobile,remote,mid,Monterail,Warszawa,,8000-15000,"""React Native"" ""TypeScript""","""Apollo"" ""GraphQL""",/offers/monterail-react-native-developer-freelancer-warszawa
Senior Frontend React Developer,JS,remote,senior,blau direkt,Gdańsk,12000-19000,15000-22000,"""JavaScript"" ""React"" ""HTML/CSS""","""PHP""",/offers/blau-direkt-frontend-react-developer-gdansk
Product Manager,PM,hybrid,senior,Centra,Wrocław,13000-20000,15600-24000,"""Communication Skills"" ""Analytical Thinking"" ""English"" ""Project Management""",,/offers/centra-product-manager-wroclaw
Data Engineer with Python,Data,hybrid,mid,AXA IT Solutions,Warszawa,9500-18000,15960-25200,"""Python"" ""SQL""","""Git"" ""CI/CD"" ""Spark"" ""Scala"" ""fastapi"" ""DevOps""",/offers/axa-it-solutions-data-engineer-with-python
Azure AI/ML Consultant,Python,hybrid,mid,Onex Group,Warszawa,,None-None,"""Python"" ""Azure Machine learning"" ""Azure OpenAI"" ""Azure Cognitive Services"" ""AI"" "".Net"" ""SQL""",,/offers/onex-group-azure-ai-ml-consultant-warszawa-320435
DevOps Engineer,DevOps,office,mid,DSV ISS,Warszawa,None-None,,"""CI/CD"" ""DevOps"" ""RCA""","""Linux"" ""Python"" ""Groovy"" ""Bash""",/offers/dsv-iss-devops-engineer-warszawa-316580
Senior Data Engineer - DataOps,Data,remote,senior,Tidio,Warszawa,18000-25000,22000-30000,"""Python"" ""AWS"" ""Airflow"" ""Terraform"" ""Ansible"" ""Docker"" ""CI/CD""",,/offers/tidio-senior-data-engineer-dataops
Software Tester,Testing,remote,mid,E Net Production Sp. z o.o.,Katowice,,10000-14000,"""REST API"" ""JavaScript"" ""Cypress"" ""SQL"" ""Git"" ""TypeScript""","""Redis"" ""Elasticsearch"" ""NoSQL"" ""JIRA""",/offers/e-net-production-sp-z-o-o-software-tester-katowice-321246
Backend Engineering Manager,PHP,hybrid,senior,Centra,Wrocław,18000-25000,20000-30000,"""English"" ""People Management"" ""PHP""",,/offers/centra-backend-engineering-manager-wroclaw
Senior Cloud Engineer (with Python) 💡,Python,remote,senior,ITDS,Wrocław,16500-19500,23100-28350,"""Python"" ""AWS"" ""Terraform"" ""Docker"" ""Kubernetes"" ""API"" ""CI/CD""","""Argo Workflows""",/offers/itds-senior-cloud-engineer-with-python-wroclaw
Scala Developer (relocation to Sweden),Scala,hybrid,senior,Skillspark,Malmo,,36600-48800,"""Scala""",,/offers/skillspark-scala-developer-relocation-to-sweden
Senior ML-MLOps Engineer,DevOps,remote,senior,Altimetrik Poland,Wrocław,,22000-32000,"""ML/AI model development"" ""Kubernetes"" ""Docker"" ""kubeflow"" ""AWS"" ""English"" ""Python"" ""Bash"" ""CI/CD""",,/offers/altimetrik-poland-senior-ml-mlops-engineer
CloudOps Architect,DevOps,remote,senior,Future Processing,Kraków,,25700-39000,"""Azure"" ""AWS"" ""Kubernetes"" ""Docker""",,/offers/future-processing-cloudops-architect-krakow-298097
Senior Data Projects Analyst,Data,office,senior,Lyreco Advantage,Gdańsk,None-None,None-None,"""Data"" ""SQL"" ""Power BI""","""Project Management""",/offers/lyreco-advantage-senior-data-projects-analyst
Programista Java,Java,hybrid,mid,PKO Bank Polski,Warszawa,None-None,,"""Spring Boot"" ""Git"" ""Maven"" ""JIRA"" ""Jenkins"" ""SOAP"" ""REST"" ""XML"" ""JSON"" ""GCP""",,/offers/pko-bank-polski-programista-java-warszawa-317309
Cloud and Hosting/SRE/DevOps Contractors,DevOps,remote,mid,Pearson,Warszawa,,16000-28000,"""AWS"" ""Terraform"" ""Jenkins"" ""Python"" ""Java"" ""Git"" ""Ansible"" ""Docker"" ""Linux""",,/offers/pearson-cloud-and-hosting-sre-devops-contractors-warszawa-318474
SAP Project Manager,PM,remote,mid,Schaeffler Global Services Europe Sp. z o.o.,Wrocław,None-None,,"""Project Management"" ""SAP"" ""Agile""",,/offers/schaeffler-sap-project-manager
RPA Developer & Project Manager Intern,PM,office,junior,MindPal,Gliwice,None-None,,,"""RPA"" ""GPT""",/offers/mindpal-rpa-developer-project-manager-intern
Data Platforms and Cloud Architect,Architecture,hybrid,senior,InfiniteDATA,Warszawa,,25000-32000,"""English"" ""Data Warehousing"" ""Azure"" ""AWS"" ""Snowflake"" ""Teradata"" ""Clouds Transformations"" ""SQL"" ""MySQL""",,/offers/infinitedata-solutions-presales-architect-cloud-and-data-platforms-warszawa-315721
Tester automatyczny,Testing,remote,mid,Pentacomp,Warszawa,None-None,None-None,"""Selenium WebDriver"" ""SoapUI"" ""SOAP"" ""REST"" ""JMeter""",,/offers/pentacomp-tester-automatyczny
Delivery Portfolio Governance Manager,PM,hybrid,senior,HSBC Service Delivery,Kraków,15000-18000,,"""Communication"" ""MS Office"" ""Project Management"" ""planning""",,/offers/hsbc-service-delivery-delivery-portfolio-governance-manager-krakow-321695
Team Leader IT Support,Support,hybrid,senior,Appfire,Warszawa,16500-20500,,"""L1/L2/L3"" ""Linux OS"" ""Mac OS"" ""Windows OS"" ""Managing a team"" ""AWS"" ""Google Workspace"" ""Zoom"" ""Slack"" ""Atlassian products""",,/offers/appfire-team-leader-it-support
Manual tester,Testing,hybrid,mid,Upvanta sp. z o.o.,Gdańsk,,14000-17000,"""JIRA"" ""Confluence"" ""SQL""",,/offers/upvanta-sp-z-o-o-manual-tester-gdansk
Embedded Software Developer,C,remote,mid,HiQo Solutions,Gdańsk,15209-24815,18411-29218,"""Embedded Systems"" ""C"" ""Embedded C"" ""Bluetooth Low Energy/BLE"" ""RTOS"" ""TCP/IP"" ""Networking""",,/offers/hiqo-solutions-embedded-software-developer-gdansk-308257
Junior Java Developer,Java,hybrid,junior,Transition Technologies PSC,Łódź,None-None,,,"""Java"" ""SQL""",/offers/transition-technologies-psc-junior-java-developer
Architekt/Tka IT,Architecture,hybrid,senior,Dom Maklerski BOŚ SA,Nowy Dwór Mazowiecki,18000-25000,20000-30000,"""TOGAF"" ""BPMN"" ""Architecture"" ""ArchiMate""",,/offers/dom-maklerski-bos-sa-architekt-tka-it-nowy-dwor-mazowiecki
Kubernetes Product Owner,PM,office,mid,DSV ISS,Warszawa,None-None,,"""Agile"" ""Product Management"" ""Kubernetes"" ""OpenStack"" ""Microsoft Azure"" ""GCP"" ""ELK"" ""MongoDB"" ""PostgreSQL"" ""Kafka""",,/offers/dsv-iss-kubernetes-product-owner
Senior Project Manager SWIFT,PM,hybrid,senior,FIS Technology Services,Warszawa,None-None,,"""API"" ""MQ"" ""SFTP"" ""Swift"" ""AMH""",,/offers/fis-technology-services-project-manager-senior
Data Analytics Auditor,Analytics,hybrid,senior,State Street,Kraków,None-None,,"""Analytical mindset"" ""project management skills"" ""English""","""SQL"" ""Python"" ""AWS"" ""Azure"" ""Databricks""",/offers/state-street-data-analytics-auditor-officer-hybrid
Specjalista ds. Utrzymania Platformy Cloud,Admin,hybrid,mid,PLAY (P4 Sp. z o.o.),Warszawa,,,"""Kubernetes"" ""Ansible"" ""Terraform"" ""Git"" ""Bash"" ""Python""","""CI/CD""",/offers/play-p4-sp-z-o-o-specjalista-ds-utrzymania-platformy-cloud
Senior DevOps Engineer,DevOps,hybrid,senior,STATSCORE Sp. z o.o.,Opole,18000-24000,21000-30000,"""Grafana"" ""Python"" ""Prometheus"" ""AWS"" ""Shell"" ""Ruby"" ""English"" ""Azure"" ""Kubernetes""",,/offers/statscore-sp-z-o-o-senior-devops-engineer-opole-314793
Data Engineer,Data,hybrid,senior,emagine Polska,Warszawa,,None-None,"""SQL"" ""Python""","""Azure"" ""C#""",/offers/emagine-polska-data-engineer-warszawa-318215
Senior C# Developer,Net,remote,senior,Xopero Software,Poznań,15000-18000,16000-22000,""".Net"" ""C#"" ""SQL"" ""NoSQL""",,/offers/xopero-software-senior-c-developer-gdansk
Frontend Developer (Vue.js),JS,remote,mid,Execon,Warszawa,,10000-15000,"""Vue.js"" ""HTML"" ""CSS"" ""TypeScript""",,/offers/execon-frontend-developer-vue-js-warszawa
Lead Full Stack Developer,Java,hybrid,senior,Cognizant,Warszawa,,30000-40000,"""Java"" ""Angular"" ""TypeScript"" ""Spring"" ""Spring Boot"" ""MySQL"" ""Hibernate""",,/offers/cognizant-lead-full-stack-developer
Spark Developer,Scala,hybrid,senior,HSBC Service Delivery,Kraków,21000-24000,,"""English"" ""Scala"" ""Spark"" ""Unix""",,/offers/hsbc-service-delivery-spark-developer-krakow
Single Sign-On (SSO) Specialist,Admin,hybrid,mid,o4b Sp. z o.o.,Lublin,6000-13000,8000-18000,"""SSO"" ""zarządzanie integracjami"" ""SAML"" ""API"" ""Cybersecurity"" ""Azure AD"" ""WSO2"" ""Okta""","""MFA"" ""Kubernetes""",/offers/o4b-sp-z-o-o-single-sign-on-sso-specialist-lublin
Software Tester,Testing,hybrid,junior,Webankieta,Warszawa,8000-11000,,"""Manual Testing"" ""Web Application Testing"" ""Analityczne Myślenie"" ""Test Cases""","""API Testing"" ""Postman"" ""HTML5 / CSS3""",/offers/webankieta-software-tester-warszawa
Head of Growth,Other,hybrid,c_level,Order Group,Warszawa,,16000-22000,"""English"" ""Polish""","""JIRA"" ""Confluence"" ""green energy industry"" ""knowledge of the energy""",/offers/order-group-head-of-growth-warszawa-329553
Lead .NET Developer with Angular,Net,hybrid,senior,Uptime Solutions,Kraków,,16000-25200,"""C#"" "".NET Core"" ""Azure Services"" ""Angular"" ""TypeScript"" ""MS SQL"" ""CSS""",,/offers/uptime-solutions-lead-net-developer-with-angular-krakow
Senior Site Reliability Engineer,DevOps,hybrid,senior,Procter & Gamble,Warszawa,,,"""Python"" ""SQL"" ""GCP"" ""Azure"" ""AI Engineering"" ""Spark"" ""pytest"" ""Databases""",,/offers/procter-gamble-sre-tech-lead-ai-engineering-team
React Developer German language*,JS,remote,mid,MindPal,Gdańsk,,None-None,"""JavaScript"" ""React"" ""TypeScript""",,/offers/mindpal-react-developer-german-language-gdansk
Software Engineer - Python for telco,Python,hybrid,mid,Tietoevry,Wrocław,None-None,None-None,"""Python"" ""Communication Skills"" ""Linux""",,/offers/tietoevry-software-engineer-python-for-telco
DevOps/Application Engineer,DevOps,remote,mid,SmartBear,Warszawa,14000-17000,17000-21000,"""AWS"" ""Linux"" ""Kubernetes"" ""PostgreSQL"" ""Java"" ""Node.js""","""OpenShift""",/offers/smartbear-devops-application-engineer-warszawa-321832
Client Director,Other,hybrid,c_level,Klient Just Join IT,Warszawa,20000-25000,20000-25000,"""Contact with a client"" ""Leadership"" ""Polish"" ""Team Management"" ""Project Management"" ""English"" ""Microsoft Office"" ""Social Media"" ""Office 365"" ""JIRA""",,/offers/klient-just-join-it-client-director-warszawa
License Manager / Software License Management Specialist,Admin,hybrid,mid,Centralny Ośrodek Informatyki,Warszawa,9000-12000,,"""zarządzanie licencjami"" ""ISO/IEC"" ""Software Asset Management"" ""Oracle"" ""VMware""","""Microsoft""",/offers/centralny-osrodekinformatyki-specjalista-specjalistka-ds-zarzadzania-licencjami
SAP Consultant SuccessFactors,ERP,remote,senior,Eviden an Atos Group,Warszawa,,,"""SAP HANA"" ""SAP"" ""SAP Successfactors""","""CPI""",/offers/eviden-an-atos-group-sap-consultant-successfactors
Senior React Developer,JS,remote,senior,Order Group,Warszawa,,18000-23000,"""React"" ""Redux"" ""Next.js"" ""HTML5"" ""CSS3"" ""TypeScript"" ""JavaScript""","""Vue"" ""React Native"" ""Python""",/offers/order-group-senior-react-developer-warszawa
Senior Data Engineer,Data,office,senior,rynekpierwotny.pl,Warszawa,,None-None,"""Python"" ""SQL"" ""Machine Learning""",,/offers/rynekpierwotny-pl-senior-data-engineer
Google Cloud Architect (Landing Zone & IaC),Data,hybrid,senior,PwC Polska,Warszawa,,,"""Google Cloud Platform"" ""GCP"" ""IaC"" ""Regular Landing Zone""",,/offers/pwc-polska-google-cloud-architect-landing-zone-iac
Software Eng C/C++,C,hybrid,mid,Tronel Sp. z o. o.,Kraków,10000-17000,13000-20000,"""C++"" ""English"" ""Git""","""3G"" ""LTE"" "".NET C#"" ""WPF""",/offers/tronel-sp-z-o-o-software-eng-c-c-krakow
Lead Site Reliability Engineer,DevOps,hybrid,senior,SIX,Warszawa,None-None,,"""Linux"" ""DevOps"" ""Ansible"" ""Team Management"" ""Python"" ""Java"" ""OpenShift""",,/offers/six-lead-site-reliability-engineer-warszawa
Senior Backend Engineer,PHP,remote,senior,DappRadar,Kaunas,,None-None,"""Symfony"" ""MongoDB"" ""PostgreSQL"" ""AWS""","""Node.js"" ""TypeScript""",/offers/dappradar-senior-backend-engineer
Administrator Systemów IT (Leo Leasing),Admin,hybrid,mid,Leasing Polski,Gdańsk,None-None,None-None,"""LEO Leasing"" ""LEO FK"" ""Oracle"" ""Crystal Report""",,/offers/leasing-polski-administrator-systemow-it-leo-leasing
MLOps Platform Engineer,DevOps,remote,mid,DXC Technology,Warszawa,None-None,None-None,"""CI/CD"" ""Azure DevOps"" ""Python"" ""Azure"" ""Shell Scripting"" ""Kubernetes"" ""Azure ML""","""Terraform"" ""Spark"" ""Databricks""",/offers/dxc-technology-mlops-platform-engineer-warszawa
Technical Support Specialist with German,Support,remote,mid,GMS,Warszawa,None-None,,"""German"" ""IT Support"" ""Customer Support""",,/offers/gms-technical-support-specialist-with-german
ERP Platform Owner Supply Chain,Other,hybrid,senior,Takeda,Łódź,None-None,,"""ERP"" ""SAP SD"" ""SAP MM""",,/offers/takeda-erp-platform-owner-supply-chain-lodz-321799
