Title,Category,OperationMode,Level,Company,Location,UOP,B2B,Requirements,Optionals,Link
Senior Data Engineer - DataOps,Data,remote,senior,Tidio,Wrocław,,22000-30000,"""Python"" ""AWS"" ""Airflow"" ""Terraform"" ""Ansible"" ""Docker"" ""CI/CD""",,/offers/tidio-senior-data-engineer-dataops-wroclaw
MLOps Platform Engineer,DevOps,remote,mid,DXC Technology,Warszawa,None-None,None-None,"""CI/CD"" ""Azure DevOps"" ""Python"" ""Azure"" ""Shell Scripting"" ""Kubernetes"" ""Azure ML""","""Terraform"" ""Spark"" ""Databricks""",/offers/dxc-technology-mlops-platform-engineer-warszawa
Senior Data Projects Analyst,Data,office,senior,Lyreco Advantage,Gdańsk,None-None,None-None,"""Data"" ""SQL"" ""Power BI""","""Project Management""",/offers/lyreco-advantage-senior-data-projects-analyst
Senior Software Engineer,Java,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""Java"" ""Spring"" ""Spring Boot"" ""JMS"" ""Kafka""",,/offers/hsbc-service-delivery-senior-software-engineer
File Transmission Technical Specialist,Admin,remote,mid,HRO Digital,Kraków,16000-21000,,"""IBM Sterling"" ""File Transfer"" ""Sterling File Gateway"" ""Connect:Direct (CD)""",,/offers/hro-digital-file-transmission-technical-specialist
Senior .Net Developer,Net,remote,senior,Skillspark,Warsaw,,25000-30000,""".Net"" "".NET Core"" ""WCF""","""Azure""",/offers/skillspark-remote-senior-net-developer
iOS Developer,Mobile,hybrid,mid,ASTEK Polska,Warszawa,12500-16000,19000-23000,"""Swift"" ""SwiftUI"" ""Combine"" ""REST API"" ""Git"" ""GitFLow"" ""JIRA"" ""MVVM"" ""Bitbucket""","""Objective-C""",/offers/astek-polska-ios-developer-warszawa-330015
Senior Google Analyst,Analytics,hybrid,senior,Human4Human Recruitment,Kraków,20000-24000,,"""Google Analytics"" ""Business Analysis"" ""Python""",,/offers/human4human-recruitment-senior-google-analyst
React/Frontend Developer,JS,remote,senior,SellIntegro,Wrocław,,18000-24000,"""React"" ""ASP.NET Core"" ""Docker"" ""Unit Testing"" ""JS"" "".Net"" ""Git"" ""C#"" ""SQL""",,/offers/sellintegro-react-frontend-developer
.NET Developer,Net,hybrid,mid,Commerzbank,Łódź,None-None,,"""Visual Basic"" "".Net Framework""","""Java""",/offers/commerzbank-net-developer
Fullstack Engineer,JS,remote,mid,All Inspire Health Inc.,New York,,19885-35793,"""TypeScript"" ""ReactJS"" ""Node.js"" ""Amazon AWS"" ""Serverless"" ""PostgreSQL""","""DynamoDB"" ""React Native""",/offers/all-inspire-health-inc-fullstack-engineer
Security Monitoring Platform Senior Engineer,Security,hybrid,senior,Bayer Sp. z o.o.,Warszawa,22000-35000,,"""SIEM""",,/offers/bayer-sp-z-o-o-security-monitoring-platform-engineer
SAPUi5 Developer,ERP,remote,mid,Apollogic,Poznań,None-None,,"""SAP"" ""JavaScript"" ""English""","""ABAP"" ""Angular""",/offers/apollogic-sapui5-developer-3750efb9-fd70-48f9-9e96-facfc235205c
Appian Developer,Admin,remote,mid,Craon.pl,Warsaw,,None-None,"""Appian"" ""MsSQL"" ""JIRA"" ""Agile""",,/offers/craon-pl-appian-developer
Konsultant systemu ERP ds. technicznych w dziale wsparcia,Support,hybrid,mid,Soneta Sp. z o.o.,Kraków,None-None,None-None,"""SQL"" ""IT"" ""Umiejętności analityczne"" ""Windows""","""Azure DevOps"" ""C#""",/offers/soneta-sp-z-o-o-konsultant-systemu-erp-ds-technicznych-w-dziale-wsparcia
IT Senior Consultant to Data & Analytics,Data,hybrid,senior,DCG,Warszawa,,130-140,"""Hadoop"" ""Power BI"" ""Python"" ""PySpark"" ""SQL"" ""PL/SQL"" ""Data"" ""Hive"" ""Agile""",,/offers/dcg-it-senior-consultant-to-data-analytics
Senior SAP TM Consultant,ERP,remote,senior,RITS Professional Services,Warszawa,,30240-35280,"""SAP""",,/offers/rits-professional-services-senior-sap-tm-consultant
Data Engineer,Data,hybrid,mid,Lyreco Advantage,Gdańsk,None-None,,"""English"" ""Agile"" ""SQL"" ""Python""",,/offers/lyreco-advantage-data-engineer
Embedded Software Engineer,Python,hybrid,mid,Rainlabs Services Sp.z o.o.,Kraków,11000-16000,16800-28560,"""CMake"" ""Linux"" ""C++"" ""English""","""QNX"" ""gRPC"" ""SOME/IP"" ""DOIP"" ""UDS"" ""ProtoBuf""",/offers/rainlabs-services-sp-z-o-o-embedded-software-engineer-krakow-321279
QA Automation Engineer,Testing,remote,senior,Digiteum,Gdańsk,15000-18000,18000-22000,"""Quality Assurance"" ""Automated Testing"" ""Java"" ""Linux"" ""Selenium"" ""Jenkins"" ""Docker"" ""Kubernetes""","""Cloud""",/offers/digiteum-qa-automation-engineer
Digital and IT Analyst RPA Systems,Net,hybrid,mid,Parker Hannifin ESSC,Wrocław,None-None,,"""English"" ""SQL"" "".Net"" ""Technical Knowledge"" ""Project Management""",,/offers/parker-hannifin-essc-digital-and-it-analyst-rpa-systems-wroclaw
Senior Frontend Engineer,JS,remote,senior,FinCompare GmbH,Berlin,,23858-28196,"""React"" ""JavaScript"" ""TypeScript"" ""Redux"" ""Webpack"" ""NPM"" ""RESTful API"" ""GitHub"" ""CI/CD"" ""Software Architecture""",,/offers/fincompare-gmbh-senior-frontend-engineer
Cloud Architect (AI / Data),Architecture,remote,mid,Talent Hills,Kraków,18000-25000,26000-31000,"""Microsoft Azure Cloud"" ""Azure DevOps"" ""Azure Data"" ""Java"" "".Net"" ""Python"" ""Spark""",,/offers/talent-hills-cloud-architect-ai-data-krakow
Junior Python Developer,Python,remote,junior,Dealavo,Katowice,,6500-9000,,"""Python"" ""Git"" ""SQL"" ""HTTP"" ""Postman"" ""Linux""",/offers/dealavo-junior-python-developer-katowice
Junior QA Engineer – ReadyAPI,Testing,office,junior,SmartBear,Wrocław,8000-9000,,,"""JavaScript"" ""API Testing"" ""Test Automation"" ""SoapUI"" ""REST"" ""Jenkins"" ""JIRA"" ""HTML""",/offers/smartbear-junior-qa-engineer-readyapi
Mid .Net Developer,Net,remote,mid,Axabee,Wrocław,,9000-14000,"""C#"" ""ASP.NET Web API"" ""SQL"" ""Git"" ""Entity Framework"" "".Net 8""","""React Native"" ""PostgreSQL""",/offers/axabee-mid-net-developer-wroclaw
Associate Software Engineer,Go,remote,junior,WP Engine,Kraków,11000-14000,,,"""Go"" ""JavaScript"" ""React"" ""Elastic"" ""Google Cloud Platform"" ""Kubernetes"" ""GraphQL""",/offers/wp-engine-associate-software-engineer
Microsoft Azure Developer,Data,hybrid,senior,emagine Polska,Wrocław,,28560-35280,"""Microsoft Azure"" ""Azure Data Factory(ADF)"" ""Azure Databricks"" ""DATA MODELLING"" ""Database design"" ""Azure Data Lake Storage"" ""C#""",,/offers/emagine-polska-microsoft-azure-developer-wroclaw
Principal Software Engineer,JS,remote,senior,Appfire,Warszawa,23500-35000,,"""React"" ""Vue.js"" ""Node.js"" ""TypeScript"" ""Web Applications"" ""GCP"" ""AWS"" ""Azure"" ""NoSQL"" ""English""",,/offers/appfire-principal-software-engineer-warszawa-321715
Senior Data Engineer ||  Big Data Engineer,Data,hybrid,senior,DCV Technologies,Kraków,,22280-25400,"""Hadoop"" ""Spark"" ""SDLC"" ""SQL""",,/offers/dcv-technologies-senior-data-engineer-big-data-engineer-hybrid-krakow
Programista Oracle,Data,office,mid,DOZ S.A.,Zgierz,None-None,,"""Oracle"" ""Git"" ""Oracle Forms"" ""Apex"" ""ORDS"" ""BPMN"" ""PL/SQL""","""Oracle Advanced Queuing"" ""Java JDK"" ""Tuning zapytań SQL""",/offers/doz-s-a-programista-oracle-zgierz
Senior DevOps Engineer (Azure),DevOps,remote,senior,Awareson Sp. z o.o.,Warszawa,,31000-36000,"""Microsoft Azure"" ""DevOps""",,/offers/awareson-sp-z-o-o-senior-devops-engineer-azure
Rapid Application Developer (Mendix),DevOps,remote,mid,Objectivity,Poznań,9000-13000,14300-20500,"""Web Applications"" ""Mobile Apps"" ""Azure"" ""CI/CD"" ""Databases""",,/offers/objectivity-rapid-application-developer-mendix-poznan
Devops Systems Engineer,DevOps,hybrid,mid,PAYBACK,Warszawa,None-None,,"""Linux"" ""German"" ""Agile""","""AWS"" ""Kuberneres"" ""Jenkins"" ""Git"" ""Prometheus"" ""Python"" ""English""",/offers/payback-devops-systems-engineer-warszawa
Senior ​Automotive Cybersecurity Analyst,Security,remote,senior,Harman Connected Services,Katowice,11700-19000,15600-25300,"""Cybersecurity"" ""Embedded""","""ISO 21434""",/offers/harman-connected-services-senior-automotive-cybersecurity-analyst-katowice
ServiceNow Sr Developer,Other,remote,senior,Cognizant Technology,Wrocław,14000-17000,,"""ServiceNow"" ""ITIL"" ""Scripting"" ""UI""",,/offers/cognizant-technology-servicenow-sr-developer-wroclaw
Business Analyst,Analytics,hybrid,mid,DevsData LLC,Warszawa,,27044-29828,"""JIRA""",,/offers/devsdata-llc-business-analyst-warsaw
UX Designer,UX/UI,hybrid,senior,RITS Professional Services,Wrocław,,None-None,"""UX Design""",,/offers/rits-professional-services-ux-designer
IT Support Specialist (1st line) (MID),Support,hybrid,mid,FINGO,Wrocław,6500-8000,,"""Communication Skills"" ""IT Support"" ""JIRA""",,/offers/fingo-it-support-specialist-1st-line-mid-wroclaw-327402
SAP Basis Admin (100% remotely),Admin,remote,mid,Crestt,Warszawa,,21840-36960,"""SAP BASIS"" ""English (B2)"" ""IT Support"" ""Network Administration""",,/offers/crestt-sap-basis-admin-100-remotely
Back-end Developer (Senior),Python,remote,senior,BonaSoft Sp. z o.o.,Wrocław,,None-None,"""Python"" ""Django/FastAPI"" ""PostgreSQL"" ""MySQL"" ""UNIX/LINUX"" ""Docker"" ""Git"" ""K8S""","""SOAP"" ""Kafka""",/offers/bonasoft-sp-z-o-o-back-end-developer-senior
Senior AQA Engineer,Testing,remote,senior,N-iX,Kraków,,15908-22271,"""C#"" ""REST API"" ""SQL"" ""Xray"" ""Selenium""",,/offers/n-ix-senior-aqa-engineer-krakow
Azure Platform Engineer [Regular],Admin,remote,mid,Euvic IT,Kraków,12200-17840,16800-23520,"""Powershell"" ""Git"" ""Azure CLI"" ""Microsoft Azure"" ""Azure"" ""Windows"" ""Linux""","""CI/CD"" ""Kubernetes"" ""GIT OPs""",/offers/euvic-s-a-azure-platform-engineer-regular
Senior Data Engineer,Data,remote,senior,emagine Polska,Warszawa,,None-None,"""Amazon AWS"" ""Python"" ""Docker"" ""Spark""",,/offers/emagine-polska-senior-data-engineer-warszawa
Software Eng C/C++,C,hybrid,mid,Tronel Sp. z o. o.,Kraków,10000-17000,13000-20000,"""C++"" ""English"" ""Git""","""3G"" ""LTE"" "".NET C#"" ""WPF""",/offers/tronel-sp-z-o-o-software-eng-c-c-krakow
Analityk Biznesowo - Systemowy,Analytics,hybrid,mid,makeitright,Warszawa,,19000-22000,"""BPMN"" ""UML"" ""Enterprise Architect""",,/offers/makeitright-analityk-biznesowo-systemowy-warszawa-316355
Senior Application Support Engineer,Admin,remote,senior,DXC Technology,Warszawa,None-None,,"""Bash"" ""Python"" ""JBoss"" ""ELK"" ""Java"" ""Cloud"" ""AWS"" ""Oracle"" ""Network""",,/offers/dxc-technology-senior-application-support-engineer-warszawa-332700
Data Engineer III Forecast,Data,hybrid,senior,Tesco Technology,Kraków,22000-33000,26000-40000,"""Big Data"" ""Spark"" ""PySpark"" ""Python"" ""Hadoop"" ""Design Patterns"" ""Hive"" ""Airflow""","""Scala""",/offers/tesco-technology-software-development-engineer-0bee35df-4bc7-4c4a-8bee-331cf10b6446
SAP BW Developer,ERP,hybrid,mid,Accenture,Łódź,None-None,,,"""SAP BW 7.5"" ""SAP BW4/HANA"" ""SAP Analytics Cloud"" ""ABAP""",/offers/accenture-sap-bw-developer
Full Stack .NET Technical Lead (AI/ML function),Net,hybrid,senior,PPG,Wrocław,None-None,,""".Net"" ""Angular"" ""ASP.NET"" ""Azure DevOps"" ""Docker"" ""Terraform""",,/offers/ppg-full-stack-net-technical-lead-ai-ml-function
Junior Salesforce Consultant,Admin,remote,junior,Enxoo,Warszawa,,5000-13000,,"""BPMN"" ""UML"" ""Scrum"" ""CRM""",/offers/enxoo-junior-salesforce-consultant-warszawa-327973
Administrator,Admin,remote,mid,Expert4you,Łódź,8500-10000,10000-12000,"""Linux (Debian)"" ""TCP/IP"" ""HTTP"" ""DNS/SSL"" ""PostgreSQL"" ""MySQL"" ""Docker"" ""Bash"" ""Perl""",,/offers/expert4you-administrator
(Senior) API Management Engineer,Admin,hybrid,senior,European Investment Bank,Luksemburg,None-None,,"""API"" ""API Gateway"" ""Jenkins"" ""JIRA"" ""Git""",,/offers/european-investment-bank-senior-api-management-engineer
React Developer - Remote/ Wrocław,JS,remote,mid,Sofomo,Wrocław,11000-16000,13000-19000,"""React"" ""Webpack"" ""HTML/CSS"" ""RESTful APIs""","""tailwind"" ""Jest"" ""CDN caching"" ""Node.js""",/offers/sofomo-react-developer-remote-wroclaw
Medical Software Engineer (C++),C,office,mid,Human4Human Recruitment,Kraków,22000-26000,,"""C++"" ""STL"" ""UML""","""Automated Testing""",/offers/human4human-recruitment-medical-software-engineer-c
Product Owner,PM,hybrid,mid,ITLT,Warsaw,,23000-26500,"""Product Management"" ""Business Analysis"" ""JIRA"" ""Confluence""",,/offers/itlt-product-owner-warsaw
Email Security Engineer,Security,remote,mid,PwC Polska,Warszawa,None-None,,"""SaaS"" ""Email Security"" ""Problem Solving"" ""DNS"" ""Cybersecurity"" ""Cyber Risks""",,/offers/pwc-polska-email-security-engineer
Senior Backend Developer,Python,remote,senior,Nordhealth,Helsinki,17351-26027,17351-26027,"""Python"" ""Django"" ""PHP"" ""AWS""",,/offers/nordhealth-senior-backend-developer
Senior SAP SD Consultant,ERP,remote,senior,ArcelorMittal BCOE,Łódź,None-None,None-None,"""SAP SD""",,/offers/arcelormittal-bcoe-senior-sap-sd-consultant-lodz-321546
PHP Developer,PHP,hybrid,mid,Webanywhere sp. z o.o.,Katowice,13000-16000,16000-18000,"""Git"" ""HTML"" ""CSS"" ""MySQL"" ""PHP"" ""Symphony""",,/offers/webanywhere-sp-z-o-o-php-developer-katowice
Software Consultant,Data,hybrid,mid,Andea,Kraków,,7500-10000,"""English"" ""SQL"" ""HTML"" ""C#"" ""XSLT""","""Problem Solving"" ""Communication Skills""",/offers/andea-software-consultant-krakow-314858
Unity Technical Lead,PM,office,senior,Playtika,Warszawa,None-None,,"""Unity"" ""C#""",,/offers/playtika-unity-technical-lead-6e718c64-ad4a-4168-8c43-c72a35b2edd9
Tagetik Developer,Data,hybrid,mid,Accenture,Warszawa,None-None,None-None,"""English"" ""CCH Tagetik"" ""EPM platforms""",,/offers/accenture-tagetik-developer
QA Engineer,Testing,remote,mid,MindPal,Gdańsk,,7000-11000,"""Selenium"" ""Cypress"" ""JMeter"" ""Postman""",,/offers/mindpal-qa-engineer-gdansk
Data Engineering Team Leader,Data,remote,senior,dotLinkers,Kraków,17000-23000,17000-23000,"""SQL"" ""Python"" ""Pandas"" ""BigQuery"" ""Tableau""",,/offers/dotlinkers-data-engineering-team-leader
Node.JS Developer,JS,remote,mid,MindPal,Gliwice,,10000-18000,"""Node.js"" ""GraphQL"" ""GCP"" ""MongoDB"" ""MySQL"" ""Backend""",,/offers/mindpal-node-js-developer
Business Analyst in Sales & Operations,Analytics,remote,senior,Monogo Sp. z o.o.,Warszawa,8500-14000,10000-16000,"""BPMN"" ""business analyst"" ""Project Management"" ""Time Management""","""product owner""",/offers/monogo-sp-z-o-o-business-analyst-in-sales-operations-warszawa
Developer IT BI Solutions (Spark),DevOps,hybrid,mid,PUMA Polska Sp. z o.o.,Katowice,None-None,,"""Azure"" ""Azure BI Services"" ""Spark"" ""DevOps"" ""Python"" ""PySpark"" ""SQL"" ""T-SQL""",,/offers/puma-polska-sp-z-o-o-developer-it-bi-solutions-spark
Automation Tester (Java),Testing,remote,mid,Experis Manpower Group,Warszawa,,21840-28560,"""Java"" ""Selenium"" ""BDD"" ""MySQL"" ""API Testing"" ""Automated Testing""","""AWS""",/offers/experis-manpower-group-automation-tester-java-warszawa
Senior Azure Data Engineer,Data,remote,senior,emagine Polska,Wrocław,,30240-31920,"""Data"" ""Azure"" ""English"" ""Polish"" ""ETL""",,/offers/emagine-polska-senior-azure-data-engineer-wroclaw
IT Solution Architect,Architecture,hybrid,senior,Volvo Group,Poznań,20000-26000,,""".Net"" ""C#"" ""Integration patterns"" ""WPF"" ""SQL"" ""NHibernate"" ""AKS"" ""UML"" ""Visual Studio"" ""Cloud""",,/offers/volvo-group-it-solution-architect-poznan
Senior Tech Lead,Java,hybrid,senior,Luxoft Poland,Wrocław,None-None,,"""Team Leadership"" ""Agile""","""Java back-end"" ""C# back-end"" ""Linux""",/offers/luxoft-poland-senior-tech-lead
MLOps Python Engineer,Python,hybrid,mid,Optiveum,Warsaw,,25000-28000,"""OOP"" ""Python"" ""DevOps"" ""Machine Learning""","""TensorFlow"" ""aws athena"" ""ML experiment systems""",/offers/optiveum-mlops-python-engineer
Java Developer,Java,remote,mid,Appwise,Wrocław,,13000-18000,"""Java"" ""Spring"" ""Spring Boot"" ""Docker"" ""MySQL"" ""PostgreSQL""","""AngularJS"" ""JavaScript"" ""AWS""",/offers/appwise-java-developer
Solution Architect,Architecture,hybrid,senior,HSBC Service Delivery,Kraków,None-None,,"""Architecture"" ""Scrum"" ""Azure"" ""AWS""",,/offers/hsbc-service-delivery-solution-architect-krakow-332916
IT Development Manager,Net,hybrid,mid,Kaczmarski Group,Wrocław,,None-None,,""".Net"" ""Scrum"" ""Analytical Thinking""",/offers/kaczmarski-group-it-development-manager
Linux Administrator / ITOps,Admin,hybrid,mid,BrainSHARE IT,Kraków,None-None,None-None,"""Linux"" ""NGINX"" ""PostgreSQL""","""GCP"" ""Tomcat""",/offers/brainshare-it-linux-administrator-itops
Frontend Engineer,JS,remote,senior,Focal Systems,Łódź,,37000-55000,"""JavaScript"" ""CSS"" ""React"" ""TypeScript"" ""Redux"" ""Node.js""","""Docker""",/offers/focal-systems-frontend-engineer-lodz
Programista Java,Java,remote,mid,Redge Technologies,Gdańsk,None-None,None-None,"""Git"" ""Java"" ""Spring Boot"" ""Hibernate"" ""PostgreSQL"" ""REST"" ""Elasticsearch"" ""Linux""",,/offers/redge-technologies-programista-java-gdansk
Administration and Implementation Coordinator (Technical Release Coordinator),Admin,hybrid,mid,ERGO Technology & Services,Warszawa,None-None,,"""Coordination"" ""MS Office"" ""German"" ""SharePoint"" ""MS Teams"" ""BMC/ServiceNow""","""Citrix VAD"" ""SCCM""",/offers/ergo-technology-services-administration-and-implementation-coordinator-technical-release-coordinator
Senior SAP PI Consultant,ERP,remote,senior,Eviden an Atos Group,Kraków,,,"""Process Integration"" ""ABAP"" ""SAP PI"" ""German""",,/offers/eviden-an-atos-group-senior-sap-pi-consultant-krakow
Wordpress Developer,PHP,remote,mid,MindPal,Gdańsk,,5000-8500,"""WordPress""","""jQuery"" ""JavaScript"" ""HTML"" ""CSS""",/offers/mindpal-wordpress-developer-gdansk
Senior Java Developer,Java,remote,senior,Boldare,Kraków,17000-22600,24000-30300,"""Java"" ""Hibernate"" ""SQL"" ""Git"" ""Spring Boot"" ""Liquibase"" ""lombok"" ""English"" ""Teamwork"" ""Contact with a client""",,/offers/boldare-senior-java-developer-krakow-306836
Software Asset Management Specialist,Other,remote,mid,Hitachi Energy,Warszawa,None-None,,"""Flexera"" ""ITIL""","""Oracle"" ""Microsoft""",/offers/hitachi-energy-software-asset-management-specialist-warszawa
Senior Java Developer ,Java,office,senior,Luxoft Poland,Kraków,None-None,,"""Java"" ""Spring"" ""Scripting"" ""Databases"" ""SQL"" ""Hibernate"" ""TibcoEMS"" ""RabbitMQ""","""Oracle"" ""AWS""",/offers/luxoft-poland-senior-java-developer-krakow-318012
SAP Administrator,ERP,hybrid,mid,KPMG,Warszawa,None-None,,"""SAP"" ""MS SQL"" ""VMWare / Hyper-V""",,/offers/kpmg-sap-administrator
EDS Experience Analyst,PM,hybrid,junior,Takeda,Łódź,None-None,,"""Enterprise Data Services"" ""Insights & Analytics"" ""Power BI"" ""Lean Six Sigma"" ""Design for Six Sigma"" ""Change Management"" ""Process & Data Modeling"" ""Communication Skills""",,/offers/takeda-eds-experience-analyst-lodz-321738
Fullstack React + .NET,JS,remote,mid,Remodevs,Warszawa,,15000-19000,"""React"" "".Net""",,/offers/remodevs-fullstack-react-net-warszawa
Junior WEBCON Developer,Other,remote,junior,DALETO,Częstochowa,5000-6000,6000-6000,,"""WebCon BPS"" ""T-SQL"" ""JavaScript"" ""BPMN"" ""Język Angielski"" ""Microsoft"" ""RPA"" ""Agile""",/offers/daleto-junior-webcon-developer
Senior Site Reliability Engineer,Java,remote,senior,Rite NRG,Krakow,,27000-35000,"""AWS"" ""Kubernetes"" ""Docker"" ""Java"" ""Terraform"" ""CI/CD""","""Helm Charts"" ""Kotlin""",/offers/rite-nrg-senior-site-reliability-engineer
Senior Golang Developer,Go,remote,senior,Hobly,Warszawa,,20000-24000,"""Golang"" ""Kubernetes"" ""DDD"" ""Microservice Architecture"" ""CQRS"" ""PostgreSQL"" ""CI/CD"" ""Docker"" ""RabbitMQ""","""Python""",/offers/hobly-senior-golang-developer-krakow
DevOps Engineer,DevOps,remote,mid,Commerzbank,Łódź,None-None,,"""English"" ""OpenShift"" ""DevOps"" ""Linux / Unix"" ""Microsoft Azure Cloud""",,/offers/commerzbank-devops-engineer-lodz
Architekt_ka Systemów IT,Architecture,hybrid,senior,Generali Poland,Nadarzyn,,None-None,"""UML"" ""Enterprise Architect"" ""Confluence"" ""BPMN""",,/offers/generali-poland-architekt-it-nadarzyn
"Senior C Software Engineer, Tietoevry Create (m/f/d)",C,remote,senior,Tietoevry,Szczecin,None-None,None-None,"""C"" ""LTE/5G"" ""Embedded Systems""",,/offers/tietoevry-senior-c-software-engineer-tietoevry-create-m-f-d
Inżynier DevOps,DevOps,remote,mid,Dom Maklerski BOŚ SA,Wroclaw,14000-22000,17000-26500,"""CI/CD"" ""Git"" ""Linux"" ""Apache""","""Oracle""",/offers/dom-maklerski-bos-sa-inzynier-devops-wroclaw-324473
Technical Support Specialist,Admin,office,mid,Nuctech,Kobyłka,None-None,,"""Network Administration"" ""Cisco"" ""Windows Server"" ""Linux"" ""IT Support""",,/offers/nuctech-inzynier-ds-it
Supply Chain Logistic Coordinator,Other,hybrid,mid,DCV Technologies,Warsaw,,10000-11000,"""MS Excel""",,/offers/dcv-technologies-supply-chain-logistic-coordinator
Cloud Solution Sales Specialist with Italian,Analytics,hybrid,mid,Cognizant,Gdańsk,None-None,,,"""Cloud Computing"" ""Google Cloud Platform""",/offers/cognizant-cloud-solution-sales-specialist-with-italian
Ruby on Rails Developer,Ruby,hybrid,mid,POSbistro Sp. z o.o.,Kraków,,None-None,"""Ruby on Rails"" ""Ruby"" ""PostgreSQL"" ""Node.js"" ""JavaScript"" ""Git"" ""ReactJS"" ""backbone.js"" ""Angular""","""Prototyping""",/offers/posbistro-sp-z-o-o-ruby-on-rails-developer-krakow-330389
Fullstack/Web Developer,Java,hybrid,senior,PAYBACK,Pruszków,None-None,,"""JavaScript"" ""TypeScript"" ""Java"" ""Spring Boot"" ""HTML"" ""CSS"" ""Clean Code"" ""TDD"" ""SOLID Principles""",,/offers/payback-fullstack-web-developer-pruszkow-327657
Project Development Engineer,PM,hybrid,mid,Thales,Gdańsk,None-None,,"""Problem Solving"" ""GSM/3G/LTE/5G"" ""Analytical Thinking"" ""Project Management""","""SIM/Smart card""",/offers/thales-project-development-engineer-gdansk-308902
Senior  Java Developer,Java,office,senior,Luxoft Poland,Warszawa,None-None,,"""Java"" ""Microservices"" ""Kubernetes"" ""RabbitMQ"" ""Hazelcast"" ""Spring Boot""","""Google Cloud""",/offers/luxoft-poland-senior-java-developer-warszawa-318111
(Senior) Application Support Engineer,Support,hybrid,senior,European Investment Bank,Luksemburg,None-None,,"""ITIL"" ""ITSM"" ""Powershell"" ""Bash"" ""JIRA"" ""GitHub""",,/offers/european-investment-bank-senior-application-support-engineer
Senior QA Engineer I,Testing,hybrid,senior,Stonex Poland,Kraków,None-None,,"""JavaScript"" ""TypeScript"" ""GitLab"" ""Jenkins"" ""CI/CD"" ""MS Visual Studio"" ""REST API"" ""BDD"" ""BDD tools""",,/offers/stonex-poland-senior-qa-engineer-i-krakow
